Name,IF,IFDenseRank,IFMinRank
pn,25425.291925465834,276.0,276.0
optim,25402.92753623188,277.0,277.0
implicitli,25399.487986270018,278.0,278.0
passiv,25358.195121951216,279.0,279.0
extrem,25338.54106280193,280.0,280.0
strobe,25293.85714285714,281.0,281.0
singl,25234.248188405796,282.0,282.0
spatialbas,25173.146086956524,283.0,283.0
enforc,24976.304347826088,284.0,284.0
describ,24860.210869565217,285.0,285.0
refer,24844.727379553467,286.0,286.0
matlab,24821.816686251466,287.0,287.0
averag,24801.636363636368,288.0,288.0
express,24795.012622720897,289.0,289.0
tempor,24765.339130434786,290.0,290.0
constitut,24699.99516908212,291.0,291.0
partit,24587.98316970547,292.0,292.0
leav,24576.47652173913,293.0,293.0
expect,24561.525946704067,294.0,294.0
recent,24517.043478260868,295.0,295.0
maintain,24494.605434782607,296.0,296.0
chosen,24479.03864734299,297.0,297.0
ieee,24458.087826086954,298.0,298.0
car,24431.88563327032,299.0,299.0
simplic,24376.663043478256,300.0,300.0
pnik,24374.8625146886,301.0,301.0
similarli,24307.977272727272,302.0,302.0
weight,24303.155279503102,303.0,303.0
measur,24225.350114416473,304.0,304.0
compar,24179.717391304348,305.0,305.0
inch,24150.326086956524,306.0,306.0
expens,23973.00782608696,307.0,307.0
back,23891.095108695645,308.0,308.0
benefit,23882.109531772574,309.0,309.0
assumpt,23837.75047258979,310.0,310.0
decreas,23757.377038043476,311.0,311.0
gather,23736.115942028988,312.0,312.0
knowledg,23724.75,313.0,313.0
valu,23631.64641943734,314.0,314.0
project,23573.788043478256,315.0,315.0
true,23562.303172737957,316.0,316.0
array,23545.760869565216,317.0,317.0
miss,23512.020460358057,318.0,318.0
due,23451.438735177864,319.0,319.0
outdoor,23405.652173913044,320.0,320.0
xy,23366.816425120775,321.0,321.0
comparison,23345.256916996048,322.0,322.0
empir,23239.24794359577,323.0,323.0
nb,23223.17391304348,324.0,324.0
demand,23207.758799171843,325.0,325.0
overhead,23184.179183135708,326.0,326.0
ultrasound,23164.661739130435,327.0,327.0
tradeoff,23105.822010869568,328.0,328.0
strong,23068.36956521739,329.0,329.0
phenomena,23061.101449275364,330.0,330.0
hover,22989.652173913044,331.0,331.0
indic,22912.62242562929,332.0,332.0
occur,22824.365817091453,333.0,333.0
defer,22748.297658862877,334.0,334.0
origin,22721.3143115942,335.0,335.0
type,22594.872670807454,336.0,336.0
degre,22549.230978260868,337.0,337.0
question,22509.074728260868,338.0,338.0
mention,22485.60064412238,339.0,339.0
impact,22448.246844319776,340.0,340.0
method,22433.043478260868,341.0,341.0
mirror,22377.154891304348,342.0,342.0
station,22339.74721941355,343.0,343.0
setup,22330.891891891893,344.0,344.0
improv,22297.287334593573,345.0,345.0
signific,22287.44347826087,346.0,346.0
suffici,22237.577759197324,347.0,347.0
assess,22199.694409937885,348.0,348.0
world,22130.2371541502,349.0,349.0
pixel,22128.016563146994,350.0,350.0
angl,22055.586384439357,351.0,351.0
complex,22047.823369565216,352.0,352.0
simpli,22039.197570332482,353.0,353.0
offlin,22037.94990548204,354.0,354.0
issu,21950.324476650567,355.0,355.0
nonlinear,21911.564347826086,356.0,356.0
upward,21898.513043478262,357.0,357.0
practic,21881.699792960662,358.0,358.0
cornercub,21868.159420289852,359.0,359.0
id,21803.044489383214,360.0,360.0
medium,21786.308300395256,361.0,361.0
close,21678.73913043478,362.0,362.0
focu,21640.427917620134,363.0,363.0
plastic,21592.03894927536,364.0,364.0
simul,21587.986270022884,365.0,365.0
problemat,21484.658385093167,366.0,366.0
prior,21469.92917251052,367.0,367.0
insid,21469.304347826084,368.0,368.0
dynam,21454.20594965675,369.0,369.0
character,21443.992753623184,370.0,370.0
qualiti,21330.215102974827,371.0,371.0
smaller,21304.8190743338,372.0,372.0
remov,21287.49163879599,373.0,373.0
appli,21134.0,374.0,374.0
scalabl,21114.508009153316,375.0,375.0
featur,21091.942028985504,376.0,376.0
sec,21089.557312252964,377.0,377.0
randomli,21052.510518934083,378.0,378.0
rayleigh,21048.033816425122,379.0,379.0
purpos,20879.28032036613,380.0,380.0
tdoa,20863.737391304345,381.0,381.0
sens,20826.012845849804,382.0,382.0
gp,20814.276521739128,383.0,383.0
least,20802.40217391304,384.0,384.0
classif,20768.478260869564,385.0,385.0
handl,20767.785326086956,386.0,386.0
grow,20747.032279314888,387.0,387.0
acquisit,20734.535469107548,388.0,388.0
random,20670.391304347828,389.0,389.0
critic,20583.59541062802,390.0,390.0
rssi,20499.241304347826,391.0,391.0
air,20437.03661327231,392.0,392.0
transceiv,20326.5,393.0,393.0
linearli,20274.234519104084,394.0,394.0
transfer,20273.033367037413,395.0,395.0
vision,20218.530892448507,396.0,396.0
constant,20099.173913043476,397.0,397.0
graphic,20078.687747035576,398.0,398.0
visibl,20018.233695652176,399.0,399.0
prohibit,19962.720355731224,400.0,400.0
dissemin,19954.273550724636,401.0,401.0
hybrid,19947.81206171108,402.0,402.0
hand,19888.985507246376,403.0,403.0
lighthous,19852.626811594204,404.0,404.0
narrow,19776.739130434784,405.0,405.0
prototyp,19695.430253623184,406.0,406.0
pdark,19656.78260869565,407.0,407.0
deriv,19634.95263975155,408.0,408.0
candlepow,19577.12044653349,409.0,409.0
million,19577.12044653349,409.0,409.0
surfac,19566.747826086958,410.0,411.0
correl,19532.333759590794,411.0,412.0
robust,19490.587544065806,412.0,413.0
conclus,19486.17674858223,413.0,414.0
forward,19468.923913043476,414.0,415.0
subsequ,19435.408466819223,415.0,416.0
reduc,19426.068840579712,416.0,417.0
flash,19406.33196239718,417.0,418.0
mobil,19385.955615942028,418.0,419.0
state,19380.789473684206,419.0,420.0
qk,19316.44444444444,420.0,421.0
prob,19296.521739130436,421.0,422.0
hazi,19295.888888888887,422.0,423.0
stadium,19225.55900621118,423.0,424.0
approxim,19202.759057971012,424.0,425.0
vertic,19045.4597826087,425.0,426.0
thousand,19042.86277173913,426.0,427.0
approach,19008.637681159416,427.0,428.0
common,18994.327075098816,428.0,429.0
hop,18984.480331262937,429.0,430.0
special,18967.231121281464,430.0,431.0
onlin,18938.20366132723,431.0,432.0
phase,18916.413573700953,432.0,433.0
coeffici,18897.830663615558,433.0,434.0
pl,18885.10983981693,434.0,435.0
collabor,18856.391304347824,435.0,436.0
treat,18841.01185770751,436.0,437.0
batch,18772.590062111798,437.0,438.0
split,18772.590062111798,437.0,438.0
envis,18771.386727688787,438.0,440.0
stankov,18766.430010604454,439.0,441.0
element,18656.304347826088,440.0,442.0
trend,18647.280193236715,441.0,443.0
short,18572.180869565218,442.0,444.0
puls,18570.256521739135,443.0,445.0
adhoc,18512.226284584976,444.0,446.0
gij,18471.572250639387,445.0,447.0
rectangl,18434.021739130436,446.0,448.0
nonlineofsight,18408.01565217391,447.0,449.0
consum,18407.690217391304,448.0,450.0
clear,18395.985507246376,449.0,451.0
twelv,18347.452023988004,450.0,452.0
pdf,18254.04272863568,451.0,453.0
flexibl,18227.94909862142,452.0,454.0
spectrum,18214.585284280936,453.0,455.0
gijm,18214.54539641944,454.0,456.0
dust,18021.49565217391,455.0,457.0
rais,17993.36842105263,456.0,458.0
identif,17913.465838509317,457.0,459.0
find,17891.565217391308,458.0,460.0
acquir,17875.374115267947,459.0,461.0
univers,17849.8197242842,460.0,462.0
radar,17822.15217391304,461.0,463.0
pfilter,17811.11076604555,462.0,464.0
spot,17802.315470171892,463.0,465.0
tof,17790.423913043476,464.0,466.0
canopi,17773.176201372997,465.0,467.0
contain,17754.063768115942,466.0,468.0
remind,17571.88664596273,467.0,469.0
manag,17533.8,468.0,470.0
substitut,17500.964017991002,469.0,471.0
sensit,17466.578099838967,470.0,472.0
minut,17466.25323149236,471.0,473.0
rigor,17424.70604914934,472.0,474.0
neighborhood,17381.109706774518,473.0,475.0
expenditur,17275.096500530224,474.0,476.0
onetoon,17256.31304347826,475.0,477.0
midair,17035.48260869565,476.0,478.0
poss,17035.48260869565,476.0,478.0
discuss,16843.916824196596,477.0,480.0
concret,16838.913913043478,478.0,481.0
preflect,16792.898550724636,479.0,482.0
incid,16758.918478260868,480.0,483.0
decis,16748.15635451505,481.0,484.0
associ,16748.15635451505,481.0,484.0
rapid,16724.23629489603,482.0,486.0
domain,16687.33043478261,483.0,487.0
horizont,16651.408695652175,484.0,488.0
spotlight,16527.934782608692,485.0,489.0
timestamp,16527.934782608692,485.0,489.0
recurs,16407.635869565216,486.0,491.0
diminish,16396.140096618357,487.0,492.0
option,16377.901122019637,488.0,493.0
block,16300.66304347826,489.0,494.0
properti,16233.891304347828,490.0,495.0
sequenc,16196.215874620828,491.0,496.0
xn,16182.79051383399,492.0,497.0
yn,16182.79051383399,492.0,497.0
contribut,16156.173913043476,493.0,499.0
correct,16067.76397515528,494.0,500.0
complet,16053.697324414716,495.0,501.0
formal,16047.663394109397,496.0,502.0
hope,16002.816425120773,497.0,503.0
acm,15996.28093645485,498.0,504.0
dot,15976.29933110368,499.0,505.0
simplist,15955.510396975425,500.0,506.0
wide,15930.582608695653,501.0,507.0
manual,15929.792009400704,502.0,508.0
length,15903.664167916042,503.0,509.0
cricket,15868.88347826087,504.0,510.0
locationsupport,15868.88347826087,504.0,510.0
analyt,15822.353823088455,505.0,512.0
attenu,15800.849542334097,506.0,513.0
characterist,15796.995652173913,507.0,514.0
directli,15796.995652173913,507.0,514.0
reiter,15720.934782608694,508.0,516.0
footbal,15658.82608695652,509.0,517.0
flat,15555.018115942026,510.0,518.0
unequivoc,15550.91168478261,511.0,519.0
chang,15495.025879917182,512.0,520.0
constantli,15495.025879917182,512.0,520.0
incorrect,15495.025879917182,512.0,520.0
elimin,15493.739130434784,513.0,523.0
chain,15480.217391304348,514.0,524.0
individu,15441.45652173913,515.0,525.0
resolut,15421.977116704806,516.0,526.0
statut,15417.293995859212,517.0,527.0
mistakenli,15410.248447204967,518.0,528.0
infinit,15368.73913043478,519.0,529.0
made,15368.73913043478,519.0,529.0
open,15322.23273657289,520.0,531.0
second,15295.206521739128,521.0,532.0
quicker,15286.962962962964,522.0,533.0
bicycl,15271.525691699606,523.0,534.0
inexpens,15271.525691699606,523.0,534.0
multipath,15238.260869565216,524.0,536.0
cccn,15148.28375286041,525.0,537.0
exploit,15127.648550724636,526.0,538.0
pool,15114.402173913042,527.0,539.0
qi,15084.247826086956,528.0,540.0
explor,14986.322580645163,529.0,541.0
predominantli,14966.969107551486,530.0,542.0
pictori,14864.869565217392,531.0,543.0
accomplish,14832.953301127212,532.0,544.0
landmark,14756.184782608696,533.0,545.0
dvhop,14756.184782608696,533.0,545.0
promis,14736.77536231884,534.0,547.0
circular,14685.961098398167,535.0,548.0
maximum,14665.63768115942,536.0,549.0
param,14641.682065217392,537.0,550.0
stoleru,14592.057264050902,538.0,551.0
max,14581.173913043476,539.0,552.0
emitterimag,14556.409207161123,540.0,553.0
basic,14556.08534621578,541.0,554.0
principl,14556.08534621578,541.0,554.0
resid,14549.51690821256,542.0,556.0
ntb,14460.836627140976,543.0,557.0
ntd,14460.836627140976,543.0,557.0
bulusu,14448.913043478262,544.0,559.0
sensi,14447.839464882942,545.0,560.0
natur,14323.69806763285,546.0,561.0
evidenc,14302.138486312399,547.0,562.0
micaz,14286.772727272726,548.0,563.0
platform,14286.772727272726,548.0,563.0
xyxyxmym,14280.554347826088,549.0,565.0
elev,14274.571092831964,550.0,566.0
entir,14268.232441471571,551.0,567.0
equival,14268.232441471571,551.0,567.0
maxim,14268.232441471571,551.0,567.0
class,14268.232441471571,551.0,567.0
take,14212.831262939957,552.0,571.0
account,14212.831262939957,552.0,571.0
smallest,14192.84679089027,553.0,573.0
monitor,14171.195652173914,554.0,574.0
hint,14122.137299771166,555.0,575.0
proof,14122.137299771166,555.0,575.0
spent,14115.941576086956,556.0,577.0
come,14094.532173913041,557.0,578.0
connectivitycolor,14093.230014025245,558.0,579.0
allow,14093.230014025245,558.0,579.0
send,14073.263285024153,559.0,581.0
messag,14073.263285024153,559.0,581.0
lowest,14069.347826086954,560.0,583.0
krishnamurthi,14064.965217391302,561.0,584.0
studi,14040.652173913044,562.0,585.0
constrainedbas,14005.782608695654,563.0,586.0
aircraft,13904.626811594202,564.0,587.0
normal,13871.619214586255,565.0,588.0
symmetr,13854.107946026987,566.0,589.0
cr,13828.001610305959,567.0,590.0
significantli,13736.05072463768,568.0,591.0
confirm,13736.05072463768,568.0,591.0
link,13622.95652173913,569.0,593.0
uniform,13595.335403726707,570.0,594.0
mal,13575.446224256291,571.0,595.0
rigid,13575.446224256291,571.0,595.0
placement,13562.153349001175,572.0,597.0
primarili,13532.2202268431,573.0,598.0
apit,13522.826086956522,574.0,599.0
triangl,13522.826086956522,574.0,599.0
dens,13513.16018306636,575.0,601.0
obstruct,13513.16018306636,575.0,601.0
doubl,13452.260869565216,576.0,603.0
commonofftheshelf,13445.856639247946,577.0,604.0
dsc,13445.856639247946,577.0,604.0
qbeam,13445.856639247946,577.0,604.0
digit,13445.856639247946,577.0,604.0
megapixel,13445.856639247946,577.0,604.0
actual,13428.033288043478,578.0,609.0
answer,13428.033288043478,578.0,609.0
enabl,13425.794466403162,579.0,611.0
inclus,13425.794466403162,579.0,611.0
ipsn,13408.90909090909,580.0,613.0
notic,13404.153452685421,581.0,614.0
zoom,13394.152173913044,582.0,615.0
vote,13374.272727272728,583.0,616.0
fix,13349.832775919733,584.0,617.0
respect,13334.939130434785,585.0,618.0
drive,13329.850334448161,586.0,619.0
forc,13329.850334448161,586.0,619.0
wi,13253.0,587.0,621.0
boundari,13251.745169082125,588.0,622.0
ahlo,13231.781739130434,589.0,623.0
signatur,13216.99542334096,590.0,624.0
jm,13209.276214833759,591.0,625.0
spatiotempor,13205.846014492752,592.0,626.0
statu,13187.75,593.0,627.0
timeconstrain,13181.300395256916,594.0,628.0
conserv,13065.608695652174,595.0,629.0
good,13065.608695652174,595.0,629.0
agreement,13065.608695652174,595.0,629.0
choos,13065.608695652174,595.0,629.0
speed,13053.782608695652,596.0,633.0
mobicom,13050.260869565216,597.0,634.0
balakrishnan,12885.434782608694,598.0,635.0
priyantha,12885.434782608694,598.0,635.0
bwboundari,12885.384057971014,599.0,637.0
dispers,12885.283695652175,600.0,638.0
lead,12885.283695652175,600.0,638.0
simplifi,12880.988005997,601.0,640.0
fell,12880.819221967962,602.0,641.0
look,12875.573122529644,603.0,642.0
colorconnect,12875.573122529644,603.0,642.0
ran,12861.304347826088,604.0,644.0
introduc,12861.304347826088,604.0,644.0
xnynzn,12787.327536231884,605.0,646.0
adequ,12768.179549114331,606.0,647.0
facil,12768.179549114331,606.0,647.0
intrins,12746.23043478261,607.0,649.0
bandpass,12672.927536231882,608.0,650.0
interferometri,12647.187747035572,609.0,651.0
dark,12636.762422360247,610.0,652.0
costli,12602.632411067192,611.0,653.0
drastic,12592.096273291923,612.0,654.0
want,12542.58462732919,613.0,655.0
fail,12372.304347826086,614.0,656.0
situat,12372.304347826086,614.0,656.0
stop,12372.304347826086,614.0,656.0
mold,12343.478260869564,615.0,659.0
estrin,12337.062381852551,616.0,660.0
ten,12226.437391304346,617.0,661.0
trivial,12072.22222222222,618.0,662.0
oppos,12064.06956521739,619.0,663.0
verifi,12064.06956521739,619.0,663.0
redund,12058.04347826087,620.0,665.0
unpreced,12058.04347826087,620.0,665.0
toler,12058.04347826087,620.0,665.0
demonstr,12047.265446224255,621.0,668.0
appear,12044.687370600413,622.0,669.0
spectral,12027.104669887278,623.0,670.0
depart,12013.74019088017,624.0,671.0
parallel,11963.90760869565,625.0,672.0
rotat,11963.90760869565,625.0,672.0
rangebas,11850.549872122761,626.0,674.0
scatter,11799.913043478262,627.0,675.0
tool,11736.5179028133,628.0,676.0
habitat,11730.441471571907,629.0,677.0
turn,11712.526397515527,630.0,678.0
termin,11672.673913043476,631.0,679.0
highest,11672.673913043476,631.0,679.0
predetermin,11672.673913043476,631.0,679.0
subject,11663.598398169335,632.0,682.0
realtim,11663.598398169335,632.0,682.0
perceiv,11663.598398169335,632.0,682.0
descriptor,11663.598398169335,632.0,682.0
revolution,11663.598398169335,632.0,682.0
human,11663.598398169335,632.0,682.0
term,11663.598398169335,632.0,682.0
surround,11663.598398169335,632.0,682.0
pushpin,11656.339130434784,633.0,690.0
hundr,11602.675585284282,634.0,691.0
commerci,11602.675585284282,634.0,691.0
emphas,11542.516624040922,635.0,693.0
land,11518.992753623186,636.0,694.0
establish,11481.536905965622,637.0,695.0
imlight,11481.536905965622,637.0,695.0
way,11481.536905965622,637.0,695.0
gradient,11469.710144927536,638.0,698.0
infocom,11431.431159420288,639.0,699.0
scene,11429.217391304346,640.0,700.0
suit,11426.246376811592,641.0,701.0
attent,11361.83188405797,642.0,702.0
accept,11361.83188405797,642.0,702.0
st,11360.878260869566,643.0,704.0
custom,11359.322250639387,644.0,705.0
subsect,11335.812173913044,645.0,706.0
essenc,11333.060869565217,646.0,707.0
redirect,11333.060869565217,646.0,707.0
materi,11332.749011857708,647.0,709.0
outlin,11316.263674614305,648.0,710.0
highaccuraci,11316.20347826087,649.0,711.0
blum,11279.176201372999,650.0,712.0
huang,11279.176201372999,650.0,712.0
unman,11162.54919908467,651.0,714.0
emb,11162.54919908467,651.0,714.0
translat,11115.26185770751,652.0,716.0
fit,11078.644268774702,653.0,717.0
closedform,11078.644268774702,653.0,717.0
luebk,11058.407608695652,654.0,719.0
spars,10979.253623188404,655.0,720.0
