Name,IF,IFDenseRank,IFMinRank
construct,14761.414526779163,63.0,63.0
design,14702.244680851063,64.0,64.0
subprocess,14693.999999999998,65.0,65.0
determin,14495.41059302852,66.0,66.0
paper,14389.992705167173,67.0,67.0
set,14307.517730496453,68.0,68.0
webflow,14278.51544269046,69.0,69.0
join,14156.608353033884,70.0,70.0
flow,14142.726149622511,71.0,71.0
compar,14110.260047281325,72.0,72.0
request,14047.659574468085,73.0,73.0
share,13979.767891682786,74.0,74.0
number,13922.147001934236,75.0,75.0
find,13916.255319148935,76.0,76.0
pc,13902.355623100304,77.0,77.0
recov,13893.499633162142,78.0,78.0
final,13830.343971631204,79.0,79.0
global,13770.721377912865,80.0,80.0
behalf,13730.722437137332,81.0,81.0
prime,13647.585106382978,82.0,82.0
open,13628.113829787235,83.0,83.0
iter,13608.290618955512,84.0,84.0
object,13479.169361702126,85.0,85.0
gm,13444.867234042553,86.0,86.0
relat,13425.606808510638,87.0,87.0
implement,13420.380547112461,88.0,88.0
requir,13341.57253384913,89.0,89.0
provid,13309.130699088148,90.0,90.0
figur,13305.886826618378,91.0,91.0
simpl,13246.56765957447,92.0,92.0
limit,13212.351457840818,93.0,93.0
commun,13134.260790273554,94.0,94.0
heterogen,13069.441489361701,95.0,95.0
scalabl,13000.092802172927,96.0,96.0
creat,12821.291489361703,97.0,97.0
similar,12634.462765957447,98.0,98.0
administr,12613.016717325228,99.0,99.0
compris,12560.395929694725,100.0,100.0
operag,12550.665248226951,101.0,101.0
respons,12433.940425531915,102.0,102.0
level,12357.62088974855,103.0,103.0
paramet,12293.301257253386,104.0,104.0
system,12263.903792784457,105.0,105.0
findprim,12209.376208897485,106.0,106.0
promot,12189.435866261398,107.0,107.0
nest,12181.722951561791,108.0,108.0
part,12170.245187436674,109.0,109.0
forecast,12151.164539007092,110.0,110.0
made,12114.400386847197,111.0,111.0
virtual,12100.533272974195,112.0,112.0
easi,12019.78601823708,113.0,113.0
rang,11978.921663442938,114.0,114.0
make,11869.638297872341,115.0,115.0
enact,11855.277240490008,116.0,116.0
parfor,11794.691489361703,117.0,117.0
central,11724.68085106383,118.0,118.0
swindew,11684.56566397652,119.0,119.0
faulttoler,11664.590312358532,120.0,120.0
subject,11615.548936170213,121.0,121.0
class,11594.899419729207,122.0,122.0
defin,11577.417794970985,123.0,123.0
runtim,11528.941276595746,124.0,124.0
initi,11512.605823068308,125.0,125.0
allow,11471.63060208239,126.0,126.0
end,11446.2147922999,127.0,127.0
furnish,11442.741407528643,128.0,128.0
describ,11417.776595744683,129.0,129.0
potenti,11384.96170212766,130.0,130.0
composit,11381.565957446808,131.0,131.0
dispatch,11332.75418741512,132.0,132.0
problem,11291.953578336557,133.0,133.0
solv,11291.953578336557,133.0,133.0
instanc,11159.385106382979,134.0,135.0
base,11141.44680851064,135.0,136.0
strong,11112.273556231003,136.0,137.0
tool,11091.347234042552,137.0,138.0
receiv,11071.557059961315,138.0,139.0
manner,11047.142857142857,139.0,140.0
detail,11031.367781155015,140.0,141.0
proceed,11017.713475177305,141.0,142.0
concurr,10969.431610942249,142.0,143.0
pendent,10945.511968085106,143.0,144.0
differ,10934.373758865246,144.0,145.0
independ,10927.064589665653,145.0,146.0
return,10886.258220502903,146.0,147.0
highlevel,10841.809435707677,147.0,148.0
collect,10802.420668693008,148.0,149.0
product,10775.682785299809,149.0,150.0
autonom,10755.69452887538,150.0,151.0
instanti,10731.417836124943,151.0,152.0
easier,10599.432624113473,152.0,153.0
sequenti,10564.599734042553,153.0,154.0
peertop,10520.180484225972,154.0,155.0
worker,10470.157084653689,155.0,156.0
due,10432.249886826618,156.0,157.0
employ,10399.643102264927,157.0,158.0
encompass,10344.651063829788,158.0,159.0
possibl,10344.584880036215,159.0,160.0
recurs,10342.19574468085,160.0,161.0
addit,10278.191489361703,161.0,162.0
wait,10259.468085106382,162.0,163.0
interpret,10257.606382978725,163.0,164.0
address,10234.566565349543,164.0,165.0
total,10190.412325752019,165.0,166.0
compos,10188.32050701675,166.0,167.0
bpel,10174.305272895466,167.0,168.0
show,10081.293617021276,168.0,169.0
true,9994.376692456479,169.0,170.0
referenc,9911.715667311413,170.0,171.0
take,9882.722188449849,171.0,172.0
finish,9871.128672745694,172.0,173.0
dynam,9867.191489361703,173.0,174.0
reach,9861.311854103344,174.0,175.0
repositori,9849.741511996377,175.0,176.0
remot,9831.893617021276,176.0,177.0
condorg,9755.673758865249,177.0,178.0
isol,9722.44680851064,178.0,179.0
emphas,9701.027146001468,179.0,180.0
persist,9612.434490481523,180.0,181.0
server,9610.349479402445,181.0,182.0
util,9603.401418439717,182.0,183.0
code,9598.643617021276,183.0,184.0
futur,9515.966565349543,184.0,185.0
legion,9494.970212765957,185.0,186.0
emerg,9481.028368794327,186.0,187.0
academ,9385.044487427467,187.0,188.0
commerci,9385.044487427467,187.0,188.0
globu,9304.749645390071,188.0,190.0
begin,9282.638297872341,189.0,191.0
cluster,9280.029980657642,190.0,192.0
defici,9277.678191489362,191.0,193.0
document,9260.301063829787,192.0,194.0
exit,9114.927659574467,193.0,195.0
exchang,9094.141337386018,194.0,196.0
verifi,9067.158054711246,195.0,197.0
send,9005.300911854103,196.0,198.0
current,9005.261794634598,197.0,199.0
procedur,8926.102127659575,198.0,200.0
case,8908.672525439406,199.0,201.0
autonomi,8896.264990328822,200.0,202.0
rule,8851.351689612015,201.0,203.0
java,8758.765052059754,202.0,204.0
correct,8758.719858156028,203.0,205.0
computercommun,8749.693169092945,204.0,206.0
integ,8661.38829787234,205.0,207.0
break,8644.209864603483,206.0,208.0
point,8586.455862381166,207.0,209.0
natur,8522.217745586237,208.0,210.0
descript,8506.83282674772,209.0,211.0
constraint,8506.83282674772,209.0,211.0
surpass,8503.64107308048,210.0,213.0
found,8494.78094777563,211.0,214.0
organ,8476.974854932301,212.0,215.0
framework,8458.867715078632,213.0,216.0
demonstr,8448.987234042554,214.0,217.0
compil,8375.087040618955,215.0,218.0
featur,8369.1195891416,216.0,219.0
contribut,8369.1195891416,216.0,219.0
shown,8350.378723404257,217.0,221.0
fork,8335.981087470449,218.0,222.0
highli,8333.510638297874,219.0,223.0
conclud,8283.907493061979,220.0,224.0
domain,8282.893617021276,221.0,225.0
choos,8235.574468085108,222.0,226.0
previous,8195.229132569559,223.0,227.0
view,8176.11955420466,224.0,228.0
strictli,8108.975023126734,225.0,229.0
synchron,8108.975023126734,225.0,229.0
specifi,8108.975023126734,225.0,229.0
schulz,8094.170212765956,226.0,232.0
seamless,8058.900709219859,227.0,233.0
output,8050.981914893617,228.0,234.0
pute,8050.590070921985,229.0,235.0
parwhil,8011.69807497467,230.0,236.0
difficult,7984.749816581072,231.0,237.0
unnecessari,7961.588954277953,232.0,238.0
reduc,7961.588954277953,232.0,238.0
capabl,7961.588954277953,232.0,238.0
overhead,7961.588954277953,232.0,238.0
parent,7913.30378250591,233.0,242.0
context,7913.30378250591,233.0,242.0
store,7893.3804255319155,234.0,244.0
version,7840.262411347518,235.0,245.0
condit,7840.262411347518,235.0,245.0
select,7791.534154535274,236.0,247.0
intergroup,7731.224791859389,237.0,248.0
subrang,7719.627234042554,238.0,249.0
scheme,7714.768085106383,239.0,250.0
modif,7714.768085106383,239.0,250.0
door,7663.448060075094,240.0,252.0
locat,7651.997163120567,241.0,253.0
research,7638.836879432624,242.0,254.0
field,7638.836879432624,242.0,254.0
feasibl,7634.062006079027,243.0,256.0
avant,7634.062006079027,243.0,256.0
major,7634.062006079027,243.0,256.0
twolevel,7631.122749590834,244.0,259.0
fashion,7560.2056737588655,245.0,260.0
dozen,7560.2056737588655,245.0,260.0
longrun,7560.2056737588655,245.0,260.0
nowaday,7560.2056737588655,245.0,260.0
interfac,7553.460106382979,246.0,264.0
mechan,7517.97798972854,247.0,265.0
enter,7495.163120567375,248.0,266.0
carri,7395.790507364977,249.0,267.0
includ,7395.790507364977,249.0,267.0
breakthrough,7389.121856866538,250.0,269.0
power,7389.121856866538,250.0,269.0
contextu,7350.8126286890865,251.0,271.0
demand,7349.1155015197555,252.0,272.0
creation,7349.1155015197555,252.0,272.0
graphic,7301.627234042554,253.0,274.0
experi,7281.26443768997,254.0,275.0
journal,7281.26443768997,254.0,275.0
export,7245.738601823708,255.0,277.0
adjac,7245.738601823708,255.0,277.0
coars,7245.738601823708,255.0,277.0
diagram,7214.592471358429,256.0,280.0
interconnect,7206.999266324285,257.0,281.0
bodi,7191.515957446809,258.0,282.0
getnumact,7150.967117988394,259.0,283.0
real,7134.452887537994,260.0,284.0
remark,7081.198259187621,261.0,285.0
standard,7054.6926713948,262.0,286.0
parswitch,6945.662234042554,263.0,287.0
similarli,6945.662234042554,263.0,287.0
advanc,6938.620567375887,264.0,289.0
prealloc,6938.620567375887,264.0,289.0
obtain,6938.620567375887,264.0,289.0
desir,6938.620567375887,264.0,289.0
combin,6898.217021276596,265.0,293.0
contain,6814.5390070921985,266.0,294.0
arrang,6785.701160541586,267.0,295.0
easili,6782.297872340425,268.0,296.0
enhanc,6782.297872340425,268.0,296.0
rational,6780.794970986461,269.0,298.0
durat,6768.081560283688,270.0,299.0
jvm,6734.328510638298,271.0,300.0
librari,6734.328510638298,271.0,300.0
ofth,6705.831205673759,272.0,302.0
complementari,6663.713069908814,273.0,303.0
unit,6663.713069908814,273.0,303.0
techniqu,6599.757446808511,274.0,305.0
pertlik,6599.757446808511,274.0,305.0
result,6536.16170212766,275.0,307.0
record,6536.16170212766,275.0,307.0
input,6509.576402321084,276.0,309.0
access,6480.03590425532,277.0,310.0
sourc,6480.03590425532,277.0,310.0
foster,6460.438625204583,278.0,312.0
improv,6436.330887747616,279.0,313.0
focus,6436.330887747616,279.0,313.0
tradit,6377.817021276595,280.0,315.0
minim,6377.817021276595,280.0,315.0
entw,6143.115501519756,281.0,317.0
anagem,6143.115501519756,281.0,317.0
intlconfer,6143.115501519756,281.0,317.0
ebag,6143.115501519756,281.0,317.0
fourth,6143.115501519756,281.0,317.0
extend,6135.007598784195,282.0,322.0
counterpart,6135.007598784195,282.0,322.0
respect,6135.007598784195,282.0,322.0
directli,6077.8390379278435,283.0,325.0
intent,6077.8390379278435,283.0,325.0
satisfi,6077.8390379278435,283.0,325.0
indirectli,6077.8390379278435,283.0,325.0
kind,5992.87914893617,284.0,329.0
simpli,5992.87914893617,284.0,329.0
rid,5988.510638297873,285.0,331.0
madeira,5963.268858800773,286.0,332.0
portion,5939.310638297873,287.0,333.0
multipl,5929.0893617021275,288.0,334.0
widearea,5929.0893617021275,288.0,334.0
istribut,5921.304964539007,289.0,336.0
andrew,5912.297872340426,290.0,337.0
curbera,5912.297872340426,290.0,337.0
constructor,5788.340425531916,291.0,339.0
fix,5788.340425531916,291.0,339.0
express,5788.340425531916,291.0,339.0
decentr,5783.727659574469,292.0,342.0
size,5757.535615171138,293.0,343.0
divid,5757.535615171138,293.0,343.0
predict,5696.540020263425,294.0,345.0
flexibl,5531.921985815602,295.0,346.0
eb,5531.177304964539,296.0,347.0
ersion,5531.177304964539,296.0,347.0
conclus,5519.981762917933,297.0,349.0
developerwork,5509.0496453900705,298.0,350.0
ibm,5509.0496453900705,298.0,350.0
cao,5475.311170212765,299.0,352.0
jarvi,5475.311170212765,299.0,352.0
saini,5475.311170212765,299.0,352.0
minnum,5474.5647969052225,300.0,355.0
stop,5474.5647969052225,300.0,355.0
getcount,5474.5647969052225,300.0,355.0
primess,5474.5647969052225,300.0,355.0
numgetmax,5474.5647969052225,300.0,355.0
numgetmin,5474.5647969052225,300.0,355.0
activitytyp,5474.5647969052225,300.0,355.0
maxnum,5474.5647969052225,300.0,355.0
primesaddnew,5474.5647969052225,300.0,355.0
processtyp,5474.5647969052225,300.0,355.0
inum,5474.5647969052225,300.0,355.0
int,5474.5647969052225,300.0,355.0
num,5474.5647969052225,300.0,355.0
typeint,5474.5647969052225,300.0,355.0
marker,5462.342275670675,301.0,369.0
act,5355.377659574468,302.0,370.0
replica,5355.377659574468,302.0,370.0
primari,5355.377659574468,302.0,370.0
tueck,5252.184942716858,303.0,373.0
investig,5240.421985815603,304.0,374.0
evolv,5240.421985815603,304.0,374.0
continu,5240.421985815603,304.0,374.0
chang,5240.421985815603,304.0,374.0
interest,5240.421985815603,304.0,374.0
adapt,5240.421985815603,304.0,374.0
toolkit,5236.571428571428,305.0,380.0
protocol,5136.1125886524815,306.0,381.0
leverag,5136.1125886524815,306.0,381.0
evalu,5108.553191489362,307.0,383.0
cost,5061.089619600259,308.0,384.0
univers,5061.089619600259,308.0,384.0
low,5061.089619600259,308.0,384.0
igh,4662.4595744680855,309.0,387.0
anc,4662.4595744680855,309.0,387.0
yan,4619.414893617021,310.0,389.0
yang,4619.414893617021,310.0,389.0
raikundalia,4619.414893617021,310.0,389.0
kesselman,4299.5417348608835,311.0,392.0
posium,4265.815602836879,312.0,393.0
high,4067.357142857143,313.0,394.0
author,4067.357142857143,313.0,394.0
sc,4035.2995090016366,314.0,396.0
switch,4009.509001636661,315.0,397.0
correspond,3975.0092506938017,316.0,398.0
regist,3975.0092506938017,316.0,398.0
ellips,3975.0092506938017,316.0,398.0
deal,3975.0092506938017,316.0,398.0
dash,3975.0092506938017,316.0,398.0
mimic,3820.364361702128,317.0,403.0
block,3820.364361702128,317.0,403.0
equival,3820.364361702128,317.0,403.0
furmanski,3805.113981762918,318.0,406.0
akarsu,3805.113981762918,318.0,406.0
fox,3805.113981762918,318.0,406.0
pplicat,3736.1315280464223,319.0,409.0
enabl,3734.808510638298,320.0,410.0
intljournalofh,3667.866537717601,321.0,411.0
multiinstitut,3541.458156028369,322.0,412.0
pd,3505.021276595745,323.0,413.0
tenth,3505.021276595745,323.0,413.0
intlsym,3505.021276595745,323.0,413.0
ppbase,3501.0258358662613,324.0,416.0
decentralis,3501.0258358662613,324.0,416.0
wg,3467.7106382978723,325.0,418.0
pen,3262.943262411348,326.0,419.0
rchitectur,3262.943262411348,326.0,419.0
integr,3262.943262411348,326.0,419.0
physiolog,3262.943262411348,326.0,419.0
microsystem,2143.5063829787237,327.0,423.0
sun,2143.5063829787237,327.0,423.0
lindholm,1860.523404255319,328.0,425.0
yellin,1860.523404255319,328.0,425.0
irtualm,1802.9787234042556,329.0,427.0
livni,1193.1725768321512,330.0,428.0
frey,1193.1725768321512,330.0,428.0
tannenbaum,1193.1725768321512,330.0,428.0
ieee,1045.5512572533848,331.0,431.0
feet,750.4595744680851,332.0,432.0
nick,742.7970540098199,333.0,433.0
extens,595.7234042553191,334.0,434.0
arkup,595.7234042553191,334.0,434.0
core,563.8297872340426,335.0,436.0
wc,563.8297872340426,335.0,436.0
wulf,531.0510638297873,336.0,438.0
grimshaw,531.0510638297873,336.0,438.0
bray,509.6899696048631,337.0,440.0
paoli,509.6899696048631,337.0,440.0
insight,503.9441489361702,338.0,442.0
comment,503.9441489361702,338.0,442.0
deepli,503.9441489361702,338.0,442.0
depart,503.9441489361702,338.0,442.0
oliveira,503.9441489361702,338.0,442.0
paulo,503.9441489361702,338.0,442.0
sao,503.9441489361702,338.0,442.0
bausch,166.2872340425532,339.0,449.0
swiss,139.89361702127658,340.0,450.0
phd,139.89361702127658,340.0,450.0
technolog,139.89361702127658,340.0,450.0
thesi,139.89361702127658,340.0,450.0
zurich,139.89361702127658,340.0,450.0
putationalg,125.79787234042553,341.0,455.0
pera,125.79787234042553,341.0,455.0
puter,78.63829787234042,342.0,457.0
