Name,IF,IFDenseRank,IFMinRank
daemon,7545.428292682926,192.0,195.0
weekend,7534.395663956639,193.0,196.0
low,7533.4005134788185,194.0,197.0
paper,7506.307529162247,195.0,198.0
platform,7461.613325401547,196.0,199.0
report,7460.926829268293,197.0,200.0
normal,7457.20867208672,198.0,201.0
rendezv,7444.895121951219,199.0,202.0
monitor,7437.183739837398,200.0,203.0
standard,7437.183739837398,200.0,203.0
video,7434.22708158116,201.0,205.0
exampl,7402.271777003484,202.0,206.0
similar,7395.304347826087,203.0,207.0
lesson,7375.333333333333,204.0,208.0
specifi,7330.039911308205,205.0,209.0
plan,7317.833473507149,206.0,210.0
word,7280.45731707317,207.0,211.0
aliasmaya,7269.911924119241,208.0,212.0
difficult,7265.946084724004,209.0,213.0
softwar,7263.816585365854,210.0,214.0
pars,7258.818597560976,211.0,215.0
address,7245.90243902439,212.0,216.0
employ,7238.455609756098,213.0,217.0
har,7199.775441547517,214.0,218.0
ghz,7157.947317073171,215.0,219.0
disabl,7111.636363636365,216.0,220.0
farm,7047.419279907085,217.0,221.0
strict,7035.583333333332,218.0,222.0
load,7000.860487804878,219.0,223.0
regist,6978.304878048781,220.0,224.0
initi,6933.76306620209,221.0,225.0
back,6918.587317073171,222.0,226.0
offer,6865.856038072577,223.0,227.0
order,6858.835155592936,224.0,228.0
industri,6856.0858536585365,225.0,229.0
retriev,6855.1463414634145,226.0,230.0
continu,6851.748364069006,227.0,231.0
team,6789.573170731707,228.0,232.0
broken,6784.451219512195,229.0,233.0
subnet,6770.649825783972,230.0,234.0
framework,6755.5609756097565,231.0,235.0
spatial,6751.518292682927,232.0,236.0
check,6728.622889305817,233.0,237.0
consolid,6726.569303985723,234.0,238.0
hurdl,6719.487804878048,235.0,239.0
proxim,6650.8536585365855,236.0,240.0
educ,6634.100487804878,237.0,241.0
small,6560.04268292683,238.0,242.0
output,6510.970731707318,239.0,243.0
break,6507.8634146341465,240.0,244.0
advanc,6486.810826888756,241.0,245.0
numer,6484.540487804878,242.0,246.0
fail,6479.099085365854,243.0,247.0
section,6462.417073170733,244.0,248.0
argument,6442.210365853659,245.0,249.0
httpwwwapplecomacgxgrid,6427.67987804878,246.0,250.0
goal,6418.84756097561,247.0,251.0
advertis,6417.7317073170725,248.0,252.0
combin,6407.414634146342,249.0,253.0
aspect,6404.542682926829,250.0,254.0
product,6373.999061913696,251.0,255.0
decid,6357.905308464849,252.0,256.0
avail,6341.048780487805,253.0,257.0
gb,6326.890243902439,254.0,258.0
futur,6320.475609756097,255.0,259.0
edit,6319.5609756097565,256.0,260.0
cost,6289.163029525032,257.0,261.0
httpwwwaliascom,6268.528455284552,258.0,262.0
busi,6260.975609756098,259.0,263.0
mode,6257.160975609756,260.0,264.0
virginia,6253.253048780488,261.0,265.0
manual,6245.948350071736,262.0,266.0
discuss,6205.59756097561,263.0,267.0
peertop,6195.962476547842,264.0,268.0
straightforward,6174.89756097561,265.0,269.0
releas,6174.306960142772,266.0,270.0
visual,6093.658536585365,267.0,271.0
anim,6073.114446529081,268.0,272.0
benchmark,6039.857142857143,269.0,273.0
valuabl,5987.572232645402,270.0,274.0
guid,5987.19512195122,271.0,275.0
equal,5954.442276422764,272.0,276.0
gridserv,5903.331707317074,273.0,277.0
defin,5851.1369606003755,274.0,278.0
assum,5843.193495934959,275.0,279.0
role,5843.193495934959,275.0,279.0
generalpurpos,5838.790243902439,276.0,281.0
scale,5711.621233859397,277.0,282.0
compar,5683.280487804877,278.0,283.0
step,5672.845528455284,279.0,284.0
essenti,5672.845528455284,279.0,284.0
unit,5624.895895300417,280.0,286.0
ct,5605.996515679442,281.0,287.0
daniel,5605.996515679442,281.0,287.0
optim,5497.586585365854,282.0,289.0
varieti,5497.586585365854,282.0,289.0
shown,5489.560975609756,283.0,291.0
act,5489.560975609756,283.0,291.0
campus,5482.851782363978,284.0,293.0
mine,5482.851782363978,284.0,293.0
textur,5481.219512195122,285.0,295.0
gain,5468.483231707317,286.0,296.0
fundament,5438.359756097561,287.0,297.0
understand,5426.219512195122,288.0,298.0
cement,5426.219512195122,288.0,298.0
artist,5396.037523452157,289.0,300.0
laboratori,5364.672086720868,290.0,301.0
light,5364.672086720868,290.0,301.0
workday,5364.672086720868,290.0,301.0
night,5364.672086720868,290.0,301.0
popular,5364.504065040651,291.0,305.0
behavior,5358.234146341464,292.0,306.0
setup,5356.780487804877,293.0,307.0
maximum,5356.585365853658,294.0,308.0
deploy,5330.351555929353,295.0,309.0
factor,5330.351555929353,295.0,309.0
independ,5281.463414634146,296.0,311.0
intermediari,5267.675753228121,297.0,312.0
stop,5267.675753228121,297.0,312.0
ceas,5267.675753228121,297.0,312.0
ad,5259.159298780488,298.0,315.0
discov,5258.365853658535,299.0,316.0
typic,5240.848780487804,300.0,317.0
remot,5235.7723577235765,301.0,318.0
save,5235.7723577235765,301.0,318.0
heterogen,5191.960975609756,302.0,320.0
sens,5191.960975609756,302.0,320.0
flexibl,5191.960975609756,302.0,320.0
central,5191.960975609756,302.0,320.0
begin,5152.498074454428,303.0,324.0
common,5135.569105691056,304.0,325.0
resembl,5135.569105691056,304.0,325.0
electr,5135.569105691056,304.0,325.0
suit,5132.384356602187,305.0,328.0
assign,5110.243902439024,306.0,329.0
mhz,5108.785365853659,307.0,330.0
even,5108.785365853659,307.0,330.0
repres,5108.785365853659,307.0,330.0
singleprocessor,5108.785365853659,307.0,330.0
rang,5108.785365853659,307.0,330.0
graphic,5095.11444652908,308.0,335.0
necessarili,5094.048780487805,309.0,336.0
wan,5094.048780487805,309.0,336.0
trust,5089.786906290115,310.0,338.0
earthquak,5070.1376306620205,311.0,339.0
virtual,5070.1376306620205,311.0,339.0
link,5070.1376306620205,311.0,339.0
equip,5070.1376306620205,311.0,339.0
player,5055.393218322428,312.0,343.0
assort,5055.393218322428,312.0,343.0
spread,4996.585365853657,313.0,345.0
print,4996.585365853657,313.0,345.0
come,4990.901004304161,314.0,347.0
failov,4984.648780487804,315.0,348.0
queue,4984.648780487804,315.0,348.0
candid,4958.748674443265,316.0,350.0
previou,4958.748674443265,316.0,350.0
portion,4944.559099437149,317.0,352.0
amount,4944.559099437149,317.0,352.0
pixel,4944.559099437149,317.0,352.0
art,4934.323902439024,318.0,355.0
eas,4933.10975609756,319.0,356.0
leverag,4933.10975609756,319.0,356.0
xgrig,4932.619512195122,320.0,358.0
zilla,4901.804878048781,321.0,359.0
inspir,4901.804878048781,321.0,359.0
kazaa,4873.100487804878,322.0,361.0
instanc,4873.100487804878,322.0,361.0
eleg,4873.100487804878,322.0,361.0
copi,4854.225140712946,323.0,364.0
easili,4849.395121951219,324.0,365.0
scriptabl,4839.432055749128,325.0,366.0
colleagu,4835.998123827393,326.0,367.0
sampl,4815.925394548063,327.0,368.0
acknowledg,4815.636856368564,328.0,369.0
imag,4805.853658536585,329.0,370.0
note,4792.690629011553,330.0,371.0
thing,4792.690629011553,330.0,371.0
geograph,4790.530846484935,331.0,373.0
distanc,4790.530846484935,331.0,373.0
close,4790.530846484935,331.0,373.0
resid,4756.191369606004,332.0,376.0
aros,4752.683943089431,333.0,377.0
trial,4744.920731707317,334.0,378.0
gzip,4740.601045296167,335.0,379.0
tar,4740.601045296167,335.0,379.0
suitabl,4718.91304347826,336.0,381.0
lab,4713.312638580931,337.0,382.0
engin,4704.943486020227,338.0,383.0
libraryxgridplugin,4699.463414634146,339.0,384.0
disciplinespecif,4690.419512195122,340.0,385.0
die,4664.546341463414,341.0,386.0
rare,4664.546341463414,341.0,386.0
help,4634.312638580932,342.0,388.0
spars,4634.312638580932,342.0,388.0
prevent,4606.274390243902,343.0,390.0
hostnam,4606.274390243902,343.0,390.0
onlin,4592.554557124518,344.0,392.0
extract,4584.487804878048,345.0,393.0
open,4572.289198606271,346.0,394.0
differ,4572.025609756098,347.0,395.0
sort,4572.025609756098,347.0,395.0
interchang,4572.025609756098,347.0,395.0
fix,4529.273170731707,348.0,398.0
entiti,4529.273170731707,348.0,398.0
increas,4529.273170731707,348.0,398.0
path,4528.201219512195,349.0,401.0
core,4527.80487804878,350.0,402.0
characterist,4524.731707317073,351.0,403.0
librarypreferencescomapplexgridcontrollerplist,4521.019955654102,352.0,404.0
earli,4519.174634146342,353.0,405.0
dramat,4519.174634146342,353.0,405.0
lie,4519.174634146342,353.0,405.0
root,4519.174634146342,353.0,405.0
scientist,4519.174634146342,353.0,405.0
encrypt,4493.060975609756,354.0,410.0
flavor,4491.567073170731,355.0,411.0
parti,4491.567073170731,355.0,411.0
download,4487.682926829268,356.0,413.0
mb,4487.682926829268,356.0,413.0
describ,4487.682926829268,356.0,413.0
minimum,4487.682926829268,356.0,413.0
free,4487.682926829268,356.0,413.0
extens,4487.052264808362,357.0,418.0
saver,4485.007173601148,358.0,419.0
keyboard,4485.007173601148,358.0,419.0
screen,4485.007173601148,358.0,419.0
activ,4485.007173601148,358.0,419.0
take,4474.536585365853,359.0,423.0
seamlessli,4474.536585365853,359.0,423.0
advantag,4439.024390243902,360.0,425.0
digit,4388.239212007505,361.0,426.0
sap,4372.071386079715,362.0,427.0
restrict,4368.280975609756,363.0,428.0
bsdbase,4368.280975609756,363.0,428.0
format,4355.213414634146,364.0,430.0
pseudo,4355.213414634146,364.0,430.0
simplifi,4355.213414634146,364.0,430.0
summar,4355.213414634146,364.0,430.0
code,4355.213414634146,364.0,430.0
recogn,4302.6191369606,365.0,435.0
highavail,4297.491557223265,366.0,436.0
systemsdistribut,4296.616724738676,367.0,437.0
subject,4296.616724738676,367.0,437.0
computercommun,4296.616724738676,367.0,437.0
microsystem,4271.682926829269,368.0,440.0
gridondemand,4271.682926829269,368.0,440.0
partner,4271.682926829269,368.0,440.0
devic,4271.682926829269,368.0,440.0
dell,4271.682926829269,368.0,440.0
sun,4271.682926829269,368.0,440.0
erp,4271.682926829269,368.0,440.0
griden,4271.682926829269,368.0,440.0
pilot,4271.682926829269,368.0,440.0
higher,4269.833119383825,369.0,449.0
assembl,4261.84668989547,370.0,450.0
tell,4260.40650406504,371.0,451.0
setihom,4237.236280487805,372.0,452.0
emerg,4191.923902439025,373.0,453.0
wit,4191.923902439025,373.0,453.0
confus,4169.121951219512,374.0,455.0
true,4169.121951219512,374.0,455.0
pictur,4169.121951219512,374.0,455.0
encount,4169.121951219512,374.0,455.0
direct,4148.1036585365855,375.0,459.0
coloss,4142.73299101412,376.0,460.0
enter,4120.624390243903,377.0,461.0
leav,4120.624390243903,377.0,461.0
identifi,4097.9473684210525,378.0,463.0
today,4097.9473684210525,378.0,463.0
high,4097.9473684210525,378.0,463.0
institut,4097.9473684210525,378.0,463.0
byproduct,4096.743902439024,379.0,467.0
recognit,4039.399024390244,380.0,468.0
collegi,4039.399024390244,380.0,468.0
largescal,4039.399024390244,380.0,468.0
creation,4036.9871630295247,381.0,471.0
detail,4036.9871630295247,381.0,471.0
minim,4034.4277673545967,382.0,473.0
succeed,4030.9756097560976,383.0,474.0
finegrain,4028.6341463414633,384.0,475.0
supercomput,4011.958536585366,385.0,476.0
hidden,3978.7654784240153,386.0,477.0
edg,3974.390243902439,387.0,478.0
overlook,3973.649390243902,388.0,479.0
mistak,3973.649390243902,388.0,479.0
payback,3973.649390243902,388.0,479.0
shell,3960.5544715447154,389.0,482.0
long,3960.5544715447154,389.0,482.0
interpret,3960.5544715447154,389.0,482.0
unabl,3946.1658536585364,390.0,485.0
buy,3922.945590994372,391.0,486.0
nonlinear,3922.945590994372,391.0,486.0
multimedia,3922.945590994372,391.0,486.0
page,3918.8829268292684,392.0,489.0
longer,3858.3489681050655,393.0,490.0
care,3858.3489681050655,393.0,490.0
referenc,3831.3902439024387,394.0,492.0
properli,3831.3902439024387,394.0,492.0
aggreg,3829.6585365853653,395.0,494.0
simultan,3803.397212543554,396.0,495.0
local,3803.397212543554,396.0,495.0
purpos,3803.397212543554,396.0,495.0
space,3754.906097560976,397.0,498.0
disk,3754.906097560976,397.0,498.0
excess,3754.906097560976,397.0,498.0
readabl,3726.634146341463,398.0,501.0
writabl,3726.634146341463,398.0,501.0
present,3711.19733924612,399.0,503.0
gave,3709.6585365853657,400.0,504.0
donat,3672.0548780487807,401.0,505.0
berkeley,3672.0548780487807,401.0,505.0
telescop,3672.0548780487807,401.0,505.0
analyz,3672.0548780487807,401.0,505.0
radio,3672.0548780487807,401.0,505.0
unus,3672.0548780487807,401.0,505.0
person,3672.0548780487807,401.0,505.0
wellknown,3672.0548780487807,401.0,505.0
firewal,3656.620842572062,402.0,513.0
router,3656.620842572062,402.0,513.0
traffic,3656.620842572062,402.0,513.0
interven,3656.620842572062,402.0,513.0
principl,3654.475609756098,403.0,517.0
fast,3647.4738675958183,404.0,518.0
finish,3647.4738675958183,404.0,518.0
entir,3647.4738675958183,404.0,518.0
capabl,3639.5914634146343,405.0,521.0
bound,3639.5914634146343,405.0,521.0
augment,3639.5914634146343,405.0,521.0
highli,3601.295731707317,406.0,524.0
appear,3601.295731707317,406.0,524.0
mutual,3588.5926829268296,407.0,526.0
twowayrandom,3588.5926829268296,407.0,526.0
hash,3588.5926829268296,407.0,526.0
total,3580.792682926829,408.0,529.0
mail,3523.252032520325,409.0,530.0
list,3523.252032520325,409.0,530.0
mention,3492.3455284552842,410.0,532.0
earlier,3492.3455284552842,410.0,532.0
select,3457.9317073170732,411.0,534.0
integ,3446.3414634146343,412.0,535.0
give,3440.487804878049,413.0,536.0
realm,3361.1538461538466,414.0,537.0
demand,3361.1538461538466,414.0,537.0
grow,3361.1538461538466,414.0,537.0
cross,3361.1538461538466,414.0,537.0
paint,3361.1538461538466,414.0,537.0
look,3290.887804878049,415.0,542.0
cumbersom,3288.9756097560976,416.0,543.0
slightli,3288.9756097560976,416.0,543.0
experiment,3241.5609756097556,417.0,545.0
reduc,3222.2326454033773,418.0,546.0
rate,3219.0924261874197,419.0,547.0
charg,3219.0924261874197,419.0,547.0
make,3219.0924261874197,419.0,547.0
flat,3219.0924261874197,419.0,547.0
usag,3219.0924261874197,419.0,547.0
trivial,3146.987087517934,420.0,552.0
state,3137.6306620209057,421.0,553.0
paralleliz,3137.6306620209057,421.0,553.0
carlo,3137.6306620209057,421.0,553.0
mont,3137.6306620209057,421.0,553.0
solid,3137.6306620209057,421.0,553.0
fractal,3137.6306620209057,421.0,553.0
physic,3137.6306620209057,421.0,553.0
neesgrid,3129.869918699187,422.0,560.0
trustworthi,3004.033771106942,423.0,561.0
room,2975.302063789869,424.0,562.0
reject,2973.3449477351915,425.0,563.0
nativ,2973.3449477351915,425.0,563.0
httpununovajocasimpl,2852.9268292682927,426.0,565.0
fulli,2817.0653658536585,427.0,566.0
florida,2817.0653658536585,427.0,566.0
accredit,2817.0653658536585,427.0,566.0
tamiami,2817.0653658536585,427.0,566.0
holist,2817.0653658536585,427.0,566.0
colleg,2817.0653658536585,427.0,566.0
approach,2817.0653658536585,427.0,566.0
fouryear,2817.0653658536585,427.0,566.0
north,2817.0653658536585,427.0,566.0
choic,2768.414634146341,428.0,575.0
readi,2684.487804878049,429.0,576.0
right,2450.827392120075,430.0,577.0
insuffici,2450.827392120075,430.0,577.0
area,2172.1260162601625,431.0,579.0
scott,2172.1260162601625,431.0,579.0
author,2172.1260162601625,431.0,579.0
hanselman,2172.1260162601625,431.0,579.0
poster,2172.1260162601625,431.0,579.0
extraterrestri,1443.3902439024391,432.0,584.0
intellig,1443.3902439024391,432.0,584.0
search,1443.3902439024391,432.0,584.0
refer,1408.9939024390244,433.0,587.0
academ,1408.9939024390244,433.0,587.0
httpsetiathomesslberkeleyedu,600.8048780487806,434.0,589.0
