Name,IF,IFDenseRank,IFMinRank
total,17616.698412698413,116.0,116.0
median,17471.60248447205,117.0,117.0
problem,17441.013333333336,118.0,118.0
gener,17410.96976568405,119.0,119.0
store,17370.771310993532,120.0,120.0
ttl,17365.200302343157,121.0,121.0
real,17276.510737628385,122.0,122.0
adhoc,17236.2012987013,123.0,123.0
transmiss,17186.417989417987,124.0,124.0
end,17176.462081128746,125.0,125.0
lebrun,17121.13095238095,126.0,126.0
threshold,17093.314436885863,127.0,127.0
choos,17020.51972789116,128.0,128.0
internet,16988.86002886003,129.0,129.0
maximum,16978.4693877551,130.0,130.0
carri,16919.32653061224,131.0,131.0
long,16882.914285714287,132.0,132.0
dartmouth,16666.272727272728,133.0,133.0
access,16612.236734693877,134.0,134.0
set,16550.093222474174,135.0,135.0
delaytoler,16548.814814814814,136.0,136.0
extrem,16481.708238851093,137.0,137.0
leguay,16425.278911564626,138.0,138.0
theoret,16366.412698412698,139.0,139.0
repres,16252.292282430213,140.0,140.0
confer,16248.761904761906,141.0,141.0
divid,16221.960317460318,142.0,142.0
excess,16160.259441707718,143.0,143.0
state,16157.106442577031,144.0,144.0
check,16152.660130718954,145.0,145.0
chaintreau,16147.349206349207,146.0,146.0
deriv,16123.219047619048,147.0,147.0
probabilist,16110.064285714285,148.0,148.0
histori,16083.88662131519,149.0,149.0
unlimit,16071.746031746034,150.0,150.0
intermitt,16041.198879551821,151.0,151.0
deploy,16033.210180623973,152.0,152.0
page,15987.508626639063,153.0,153.0
list,15979.514472455647,154.0,154.0
plot,15975.555555555555,155.0,155.0
limit,15876.550264550264,156.0,156.0
higher,15799.690026954178,157.0,157.0
erasurecod,15758.724489795915,158.0,158.0
highli,15750.68783068783,159.0,159.0
uniformli,15707.683982683982,160.0,160.0
flood,15673.719576719575,161.0,161.0
block,15638.720057720058,162.0,162.0
record,15557.42680776014,163.0,163.0
timetol,15363.414565826331,164.0,164.0
sender,15322.733766233767,165.0,165.0
note,15308.092477570739,166.0,166.0
knowledg,15297.628968253968,167.0,167.0
window,15099.83093978332,168.0,168.0
largescal,15094.394841269841,169.0,169.0
realist,15028.571428571428,170.0,170.0
experi,15001.814058956916,171.0,171.0
version,14981.640522875818,172.0,172.0
cost,14759.097505668933,173.0,173.0
frequenc,14712.729166666668,174.0,174.0
captur,14712.729166666668,174.0,174.0
paramet,14706.788611740993,175.0,176.0
path,14646.525252525253,176.0,177.0
colleg,14642.192640692641,177.0,178.0
js,14633.391534391534,178.0,179.0
day,14608.863492063494,179.0,180.0
directli,14574.319727891156,180.0,181.0
closer,14544.979166666668,181.0,182.0
system,14503.863354037265,182.0,183.0
cloud,14340.98972922502,183.0,184.0
toler,14306.807760141093,184.0,185.0
ieee,14275.79047619048,185.0,186.0
past,14227.142857142859,186.0,187.0
deliveryratio,14226.992319508448,187.0,188.0
technolog,14224.409451659452,188.0,189.0
proceed,14175.810158730159,189.0,190.0
code,14174.92680776014,190.0,191.0
retain,14133.906432748538,191.0,192.0
crawdad,14070.738916256158,192.0,193.0
big,14043.462962962962,193.0,194.0
fewer,14010.587301587302,194.0,195.0
synthet,13974.681096681097,195.0,196.0
product,13959.054421768706,196.0,197.0
factor,13934.467120181405,197.0,198.0
small,13805.605680868839,198.0,199.0
specif,13801.687590187592,199.0,200.0
includ,13799.593512767426,200.0,201.0
equat,13757.239316239318,201.0,202.0
period,13735.748427672954,202.0,203.0
futur,13708.045177045176,203.0,204.0
extens,13670.238095238095,204.0,205.0
jain,13639.201058201059,205.0,206.0
intern,13636.504761904762,206.0,207.0
durat,13623.401360544216,207.0,208.0
nearbi,13571.269841269841,208.0,209.0
develop,13569.220151828848,209.0,210.0
opportun,13560.653846153848,210.0,211.0
present,13540.099906629319,211.0,212.0
korder,13453.333333333334,212.0,213.0
statist,13443.406746031747,213.0,214.0
provid,13387.601410934745,214.0,215.0
transit,13366.285714285714,215.0,216.0
decis,13317.190476190475,216.0,217.0
chang,13315.873015873014,217.0,218.0
semilog,13309.026819923372,218.0,219.0
de,13280.768253968256,219.0,220.0
consumpt,13246.385912698412,220.0,221.0
effici,13125.706816059757,221.0,222.0
matrix,13034.47619047619,222.0,223.0
full,12905.976190476189,223.0,224.0
age,12895.13529856387,224.0,225.0
averag,12859.512051734273,225.0,226.0
messagegener,12808.908103592312,226.0,227.0
wifi,12797.555555555555,227.0,228.0
larg,12780.591836734693,228.0,229.0
orthogon,12756.397759103644,229.0,230.0
dsdv,12755.57671957672,230.0,231.0
previou,12737.5,231.0,232.0
difficult,12674.907785336356,232.0,233.0
resort,12674.907785336356,232.0,233.0
stationari,12591.941391941393,233.0,235.0
stop,12566.461152882204,234.0,236.0
default,12546.867724867727,235.0,237.0
pass,12473.412698412698,236.0,238.0
workshop,12431.42857142857,237.0,239.0
distribut,12431.026455026453,238.0,240.0
slightli,12428.392857142857,239.0,241.0
fundament,12386.461538461539,240.0,242.0
max,12381.101284958428,241.0,243.0
size,12338.25245653817,242.0,244.0
frequent,12329.985569985569,243.0,245.0
hop,12244.20382968002,244.0,246.0
capac,12243.291005291007,245.0,247.0
musolesi,12190.839285714286,246.0,248.0
base,12178.0350877193,247.0,249.0
metric,12176.719576719577,248.0,250.0
unicast,12158.074920634921,249.0,251.0
implement,12140.974789915967,250.0,252.0
campu,12120.927689594357,251.0,253.0
scenario,12112.733044733044,252.0,254.0
restor,12112.733044733044,252.0,254.0
spread,12065.125313283206,253.0,256.0
uniqu,12015.639097744359,254.0,257.0
servic,11972.950396825398,255.0,258.0
order,11944.823129251701,256.0,259.0
discard,11799.561403508771,257.0,260.0
david,11721.474025974027,258.0,261.0
assumpt,11712.85827664399,259.0,262.0
august,11688.808080808081,260.0,263.0
experiment,11666.111111111111,261.0,264.0
shortest,11663.954248366013,262.0,265.0
decreas,11620.755952380952,263.0,266.0
simplic,11618.991685563113,264.0,267.0
fail,11597.149659863944,265.0,268.0
weight,11586.160714285714,266.0,269.0
encod,11582.611111111111,267.0,270.0
sensit,11574.720390720391,268.0,271.0
advantag,11567.15376984127,269.0,272.0
remov,11554.592592592591,270.0,273.0
proactiv,11554.592592592591,270.0,273.0
notifi,11554.592592592591,270.0,273.0
lack,11550.108134920634,271.0,276.0
case,11550.093474426807,272.0,277.0
activ,11504.126984126984,273.0,278.0
strategi,11485.389610389611,274.0,279.0
earli,11483.1746031746,275.0,280.0
matric,11451.785714285716,276.0,281.0
section,11447.517195767194,277.0,282.0
detail,11442.412698412698,278.0,283.0
initi,11407.130763416479,279.0,284.0
disadvantag,11397.978835978836,280.0,285.0
purpos,11394.736842105262,281.0,286.0
procedur,11394.736842105262,281.0,286.0
stuck,11389.98319327731,282.0,288.0
ravi,11383.854166666668,283.0,289.0
event,11376.269387755103,284.0,290.0
side,11376.269387755103,284.0,290.0
month,11354.259259259257,285.0,292.0
locationbas,11354.075702075703,286.0,293.0
understand,11343.6992481203,287.0,294.0
endtoend,11334.713203463205,288.0,295.0
addit,11282.876719576718,289.0,296.0
group,11266.797385620916,290.0,297.0
pair,11266.797385620916,290.0,297.0
except,11257.55343915344,291.0,299.0
norm,11257.55343915344,291.0,299.0
minimum,11257.36931216931,292.0,301.0
good,11244.408163265305,293.0,302.0
byte,11227.410430839001,294.0,303.0
part,11194.67787114846,295.0,304.0
novemb,11173.759920634919,296.0,305.0
kotz,11098.30303030303,297.0,306.0
current,11090.22474174855,298.0,307.0
comparison,11064.653061224488,299.0,308.0
longer,11039.518518518518,300.0,309.0
hold,11000.662131519273,301.0,310.0
shown,10990.4,302.0,311.0
multinod,10969.976800976801,303.0,312.0
recommend,10969.920634920634,304.0,313.0
valu,10969.920634920634,304.0,313.0
reflect,10947.165223665223,305.0,315.0
warmingup,10938.247354497355,306.0,316.0
wang,10933.35978835979,307.0,317.0
power,10930.801209372637,308.0,318.0
suitabl,10930.801209372637,308.0,318.0
domainspecif,10914.70588235294,309.0,320.0
sigcomm,10905.656084656084,310.0,321.0
sequenc,10880.415204678362,311.0,322.0
prior,10850.583333333334,312.0,323.0
shorter,10839.274018379281,313.0,324.0
substanti,10839.274018379281,313.0,324.0
id,10817.901027077496,314.0,326.0
onehour,10812.71164021164,315.0,327.0
notion,10790.407407407409,316.0,328.0
delet,10777.763038548752,317.0,329.0
pizpijpjz,10696.10934744268,318.0,330.0
piz,10696.10934744268,318.0,330.0
live,10687.09297052154,319.0,332.0
scheme,10667.811287477954,320.0,333.0
singl,10650.140056022408,321.0,334.0
describ,10631.780423280421,322.0,335.0
intuit,10627.11111111111,323.0,336.0
contrari,10627.11111111111,323.0,336.0
fastest,10627.11111111111,323.0,336.0
batteri,10602.352941176468,324.0,339.0
signific,10602.352941176468,324.0,339.0
drain,10602.352941176468,324.0,339.0
quickli,10602.352941176468,324.0,339.0
ident,10577.465986394556,325.0,343.0
occasion,10563.809523809525,326.0,344.0
goodlook,10557.224489795917,327.0,345.0
notic,10557.224489795917,327.0,345.0
realis,10539.04329004329,328.0,347.0
movement,10516.443436633914,329.0,348.0
count,10502.543965734441,330.0,349.0
hcl,10502.543965734441,330.0,349.0
turn,10498.204585537918,331.0,351.0
decid,10483.942176870747,332.0,352.0
act,10483.942176870747,332.0,352.0
explor,10467.091836734695,333.0,354.0
slot,10455.997732426304,334.0,355.0
break,10451.082251082253,335.0,356.0
maximummax,10433.431372549021,336.0,357.0
back,10398.00352733686,337.0,358.0
kind,10382.62857142857,338.0,359.0
contemporan,10368.133116883117,339.0,360.0
hij,10335.74603174603,340.0,361.0
naiv,10311.620370370369,341.0,362.0
juli,10238.260770975057,342.0,363.0
distanc,10228.75,343.0,364.0
pijp,10228.400793650793,344.0,365.0
analyz,10219.657142857142,345.0,366.0
draw,10210.43956043956,346.0,367.0
subject,10193.563837129053,347.0,368.0
organ,10193.563837129053,347.0,368.0
networksdistribut,10193.563837129053,347.0,368.0
suffer,10181.134353741496,348.0,371.0
orderk,10152.351648351649,349.0,372.0
walk,10151.965986394556,350.0,373.0
waypoint,10151.965986394556,350.0,373.0
histor,10098.515262515262,351.0,375.0
millisecond,10089.959183673469,352.0,376.0
backoff,10089.959183673469,352.0,376.0
unreason,10087.870370370369,353.0,378.0
night,10087.870370370369,353.0,378.0
april,10078.225108225108,354.0,380.0
infocom,10078.225108225108,354.0,380.0
maclay,10050.444444444445,355.0,382.0
behavior,10050.444444444445,355.0,382.0
produc,10036.982857142857,356.0,384.0
bandwidth,10006.59939531368,357.0,385.0
mb,10006.59939531368,357.0,385.0
twohop,9987.333333333334,358.0,387.0
lowerlevel,9978.999244142102,359.0,388.0
slow,9978.999244142102,359.0,388.0
ns,9978.999244142102,359.0,388.0
unnecessari,9978.999244142102,359.0,388.0
contain,9976.761904761903,360.0,392.0
examin,9976.761904761903,360.0,392.0
serv,9960.95238095238,361.0,394.0
effort,9960.95238095238,361.0,394.0
determin,9960.95238095238,361.0,394.0
awar,9953.416149068324,362.0,397.0
mt,9945.151515151516,363.0,398.0
isol,9930.122448979591,364.0,399.0
fewest,9876.843537414965,365.0,400.0
discoveri,9796.273291925465,366.0,401.0
secur,9666.578282828283,367.0,402.0
vehicl,9656.380952380952,368.0,403.0
anim,9656.380952380952,368.0,403.0
survey,9652.478632478633,369.0,405.0
mac,9628.306878306877,370.0,406.0
work,9624.311688311689,371.0,407.0
form,9606.11216931217,372.0,408.0
close,9606.11216931217,372.0,408.0
popul,9601.272727272726,373.0,410.0
spars,9601.272727272726,373.0,410.0
geocast,9579.467532467534,374.0,412.0
multicast,9579.467532467534,374.0,412.0
practic,9577.927203065134,375.0,414.0
infrequ,9569.978021978022,376.0,415.0
prioriti,9569.978021978022,376.0,415.0
rais,9569.978021978022,376.0,415.0
disassoci,9538.349206349205,377.0,418.0
associ,9538.349206349205,377.0,418.0
leftmost,9531.93783068783,378.0,420.0
treat,9530.714285714284,379.0,421.0
succeed,9503.836734693878,380.0,422.0
equal,9503.836734693878,380.0,422.0
usa,9499.295815295814,381.0,424.0
longest,9480.190476190475,382.0,425.0
physic,9431.787439613527,383.0,426.0
custom,9431.787439613527,383.0,426.0
linklay,9431.787439613527,383.0,426.0
omit,9431.787439613527,383.0,426.0
acm,9422.10430839002,384.0,430.0
aodv,9400.480725623584,385.0,431.0
exponenti,9395.136904761905,386.0,432.0
intercontact,9395.136904761905,386.0,432.0
highdimension,9374.513227513226,387.0,434.0
uniform,9357.428823381204,388.0,435.0
randomli,9357.428823381204,388.0,435.0
length,9357.428823381204,388.0,435.0
obviou,9314.656565656567,389.0,438.0
select,9314.656565656567,389.0,438.0
affect,9289.831065759636,390.0,440.0
posit,9286.992337164751,391.0,441.0
ilya,9284.063492063493,392.0,442.0
henderson,9284.063492063493,392.0,442.0
abyzov,9284.063492063493,392.0,442.0
tristan,9284.063492063493,392.0,442.0
issu,9278.015037593985,393.0,446.0
row,9276.955782312925,394.0,447.0
chose,9271.958485958487,395.0,448.0
construct,9250.209523809523,396.0,449.0
vahdat,9219.814814814814,397.0,450.0
becker,9219.814814814814,397.0,450.0
amin,9219.814814814814,397.0,450.0
exampl,9216.47619047619,398.0,453.0
song,9165.610389610389,399.0,454.0
libo,9165.610389610389,399.0,454.0
empir,9137.89947089947,400.0,456.0
noncontact,9098.971428571429,401.0,457.0
institut,9062.064213564214,402.0,458.0
delaymedian,9007.45873015873,403.0,459.0
learn,8956.936507936509,404.0,460.0
client,8929.505668934238,405.0,461.0
imagin,8929.505668934238,405.0,461.0
maxprop,8865.316017316018,406.0,463.0
meaning,8850.20634920635,407.0,464.0
human,8822.32126984127,408.0,465.0
portabl,8818.650793650793,409.0,466.0
consum,8818.650793650793,409.0,466.0
june,8817.111111111111,410.0,468.0
consid,8813.255411255412,411.0,469.0
recal,8800.238095238095,412.0,470.0
fall,8800.108225108224,413.0,471.0
kevin,8800.108225108224,413.0,471.0
infinit,8769.939682539683,414.0,473.0
entri,8769.180708180707,415.0,474.0
eventu,8740.842328042327,416.0,475.0
arriv,8740.842328042327,416.0,475.0
relat,8688.523809523811,417.0,477.0
metamessag,8673.367880485526,418.0,478.0
peertop,8671.75111111111,419.0,479.0
tradit,8642.175324675325,420.0,480.0
perkin,8498.021645021645,421.0,481.0
poweroff,8435.814285714287,422.0,482.0
caus,8435.814285714287,422.0,482.0
larger,8411.190476190477,423.0,484.0
sensor,8376.79089026915,424.0,485.0
sushant,8353.929453262785,425.0,486.0
ap,8316.142857142859,426.0,487.0
instantli,8316.142857142859,426.0,487.0
davi,8278.80341880342,427.0,489.0
camp,8278.80341880342,427.0,489.0
vanessa,8278.80341880342,427.0,489.0
jeff,8278.80341880342,427.0,489.0
traci,8278.80341880342,427.0,489.0
boleng,8278.80341880342,427.0,489.0
preliminari,8212.306878306877,428.0,495.0
improv,8212.306878306877,428.0,495.0
unord,8201.792717086835,429.0,497.0
associationdisassoci,8169.305114638447,430.0,498.0
card,8169.305114638447,430.0,498.0
architectur,8101.841269841269,431.0,500.0
stand,8098.359788359789,432.0,501.0
campuswid,8091.293121693121,433.0,502.0
ubiquit,8055.68253968254,434.0,503.0
statu,8031.44193817878,435.0,504.0
children,8009.523809523809,436.0,505.0
yong,7991.129251700679,437.0,506.0
margaret,7991.129251700679,437.0,506.0
vari,7973.559696342304,438.0,508.0
second,7973.559696342304,438.0,508.0
medium,7961.127976190475,439.0,510.0
nh,7953.284632034632,440.0,511.0
ist,7953.284632034632,440.0,511.0
scienc,7953.284632034632,440.0,511.0
manet,7953.284632034632,440.0,511.0
hanov,7953.284632034632,440.0,511.0
matur,7844.342857142857,441.0,516.0
scott,7813.93015873016,442.0,517.0
bhagwat,7792.47619047619,443.0,518.0
complex,7787.880574452001,444.0,519.0
drive,7787.880574452001,444.0,519.0
mimic,7787.880574452001,444.0,519.0
octob,7703.28253968254,445.0,522.0
wij,7679.974206349207,446.0,523.0
denot,7644.495238095238,447.0,524.0
infrastructur,7642.584564860425,448.0,525.0
optim,7628.326530612244,449.0,526.0
pervas,7601.202614379085,450.0,527.0
dftmsn,7601.202614379085,450.0,527.0
fault,7601.202614379085,450.0,527.0
privaci,7566.262626262627,451.0,530.0
left,7566.262626262627,451.0,530.0
open,7566.262626262627,451.0,530.0
jing,7551.3469387755085,452.0,533.0
lara,7551.3469387755085,452.0,533.0
ashvin,7551.3469387755085,452.0,533.0
eyal,7551.3469387755085,452.0,533.0
goel,7551.3469387755085,452.0,533.0
begin,7542.628571428571,453.0,538.0
ad,7535.673469387755,454.0,539.0
volum,7526.727219282774,455.0,540.0
kbyte,7526.727219282774,455.0,540.0
promis,7480.058479532164,456.0,542.0
visibl,7443.020013802621,457.0,543.0
review,7401.616161616163,458.0,544.0
project,7401.181972789114,459.0,545.0
distancevector,7400.0,460.0,546.0
rang,7356.520634920635,461.0,547.0
object,7356.520634920635,461.0,547.0
environment,7356.520634920635,461.0,547.0
radio,7356.520634920635,461.0,547.0
share,7285.934523809525,462.0,551.0
lan,7253.007054673721,463.0,552.0
registr,7253.007054673721,463.0,552.0
track,7233.850931677018,464.0,554.0
replac,7166.170068027211,465.0,555.0
wu,7109.059829059829,466.0,556.0
hongyi,7109.059829059829,466.0,556.0
yu,7109.059829059829,466.0,556.0
ondemand,7101.567460317459,467.0,559.0
royer,7099.4702380952385,468.0,560.0
rate,7092.278071722516,469.0,561.0
studentnet,7045.327664399092,470.0,562.0
failur,7032.380952380952,471.0,563.0
cope,7032.380952380952,471.0,563.0
redund,7032.380952380952,471.0,563.0
traffic,6982.311111111111,472.0,566.0
interplanetari,6916.180952380953,473.0,567.0
decemb,6891.758241758243,474.0,568.0
person,6830.87134502924,475.0,569.0
multipl,6830.87134502924,475.0,569.0
knowledgebas,6814.166666666667,476.0,571.0
ander,6769.718518518519,477.0,572.0
olov,6769.718518518519,477.0,572.0
doria,6769.718518518519,477.0,572.0
avri,6769.718518518519,477.0,572.0
mobicom,6721.794340924776,478.0,576.0
annual,6721.794340924776,478.0,576.0
trend,6696.25730994152,479.0,578.0
wcmc,6696.25730994152,479.0,578.0
februari,6687.923809523809,480.0,580.0
world,6685.070961718021,481.0,581.0
multimedia,6685.070961718021,481.0,581.0
extend,6685.070961718021,481.0,581.0
symposium,6685.070961718021,481.0,581.0
mirco,6655.616071428572,482.0,585.0
cecilia,6655.616071428572,482.0,585.0
hail,6655.616071428572,482.0,585.0
stephen,6655.616071428572,482.0,585.0
jeremi,6592.351648351648,483.0,589.0
vania,6592.351648351648,483.0,589.0
timur,6592.351648351648,483.0,589.0
friedman,6592.351648351648,483.0,589.0
pm,6501.557671957671,484.0,593.0
peak,6501.557671957671,484.0,593.0
situat,6381.636591478697,485.0,595.0
establish,6269.3650793650795,486.0,596.0
take,6269.3650793650795,486.0,596.0
dhcp,6269.3650793650795,486.0,596.0
richard,6213.424126984127,487.0,599.0
augustin,6213.424126984127,487.0,599.0
diot,6213.424126984127,487.0,599.0
pan,6213.424126984127,487.0,599.0
christoph,6213.424126984127,487.0,599.0
hui,6213.424126984127,487.0,599.0
jon,6213.424126984127,487.0,599.0
crowcroft,6213.424126984127,487.0,599.0
jame,6213.424126984127,487.0,599.0
gass,6213.424126984127,487.0,599.0
campbel,6002.339181286549,488.0,609.0
peterson,6002.339181286549,488.0,609.0
ronald,6002.339181286549,488.0,609.0
shane,6002.339181286549,488.0,609.0
miluzzo,6002.339181286549,488.0,609.0
eisenman,6002.339181286549,488.0,609.0
nichola,6002.339181286549,488.0,609.0
andrew,6002.339181286549,488.0,609.0
mike,5957.098765432099,489.0,617.0
demmer,5957.098765432099,489.0,617.0
patra,5957.098765432099,489.0,617.0
rabin,5957.098765432099,489.0,617.0
analysi,5907.230158730158,490.0,621.0
magazin,5858.3896103896095,491.0,622.0
xiaon,5826.071428571428,492.0,623.0
diurnal,5813.43492063492,493.0,624.0
clear,5813.43492063492,493.0,624.0
olpc,5802.233264320221,494.0,626.0
lelescu,5780.0,495.0,627.0
dan,5780.0,495.0,627.0
mahadevan,5780.0,495.0,627.0
support,5769.691297208538,496.0,630.0
transact,5648.791208791208,497.0,631.0
burgess,5581.525396825397,498.0,632.0
john,5581.525396825397,498.0,632.0
brian,5581.525396825397,498.0,632.0
refer,5581.525396825397,498.0,632.0
jensen,5581.525396825397,498.0,632.0
gallagh,5581.525396825397,498.0,632.0
sum,5460.814814814816,499.0,638.0
martonosia,5433.253968253968,500.0,639.0
happen,5427.014285714286,501.0,640.0
great,5427.014285714286,501.0,640.0
chuah,5414.765873015873,502.0,642.0
ghosal,5414.765873015873,502.0,642.0
jason,5414.765873015873,502.0,642.0
dipak,5414.765873015873,502.0,642.0
chenne,5414.765873015873,502.0,642.0
anticip,5390.562770562771,503.0,647.0
technic,5380.714285714285,504.0,648.0
univers,5380.714285714285,504.0,648.0
duke,5380.714285714285,504.0,648.0
essien,5296.652116402115,505.0,651.0
kobbi,5296.652116402115,505.0,651.0
wildanim,5212.472049689441,506.0,653.0
transport,5212.472049689441,506.0,653.0
pocketswitch,5212.472049689441,506.0,653.0
nextcel,5196.458333333334,507.0,656.0
predictor,5196.458333333334,507.0,656.0
laptop,5189.7508626639055,508.0,658.0
pocket,5177.142857142857,509.0,659.0
onelaptopperchild,5119.155279503105,510.0,660.0
exit,5119.155279503105,510.0,660.0
roll,5119.155279503105,510.0,660.0
capabl,5119.155279503105,510.0,660.0
inexpens,5119.155279503105,510.0,660.0
septemb,5100.338164251207,511.0,665.0
fund,4417.655172413793,512.0,666.0
nsf,4417.655172413793,512.0,666.0
docomo,4417.655172413793,512.0,666.0
award,4417.655172413793,512.0,666.0
bureau,4417.655172413793,512.0,666.0
eia,4417.655172413793,512.0,666.0
justic,4417.655172413793,512.0,666.0
lab,4417.655172413793,512.0,666.0
cri,4417.655172413793,512.0,666.0
assist,4417.655172413793,512.0,666.0
archiv,4417.655172413793,512.0,666.0
ddbx,4417.655172413793,512.0,666.0
durst,4348.737373737374,513.0,678.0
adrian,4348.737373737374,513.0,678.0
cerf,4348.737373737374,513.0,678.0
howard,4348.737373737374,513.0,678.0
burleigh,4348.737373737374,513.0,678.0
keith,4348.737373737374,513.0,678.0
torgerson,4348.737373737374,513.0,678.0
hook,4348.737373737374,513.0,678.0
bob,4348.737373737374,513.0,678.0
leigh,4348.737373737374,513.0,678.0
daniel,4298.465608465608,514.0,688.0
juang,4298.465608465608,514.0,688.0
peh,4298.465608465608,514.0,688.0
lishiuan,4298.465608465608,514.0,688.0
hidekazu,4298.465608465608,514.0,688.0
philo,4298.465608465608,514.0,688.0
oki,4298.465608465608,514.0,688.0
partial,4224.288690476191,515.0,695.0
sapir,4224.288690476191,515.0,695.0
assur,4224.288690476191,515.0,695.0
center,4035.91439909297,516.0,698.0
languag,2828.4296296296293,517.0,699.0
oper,2828.4296296296293,517.0,699.0
wildlif,2111.2865497076023,518.0,701.0
zebranet,2111.2865497076023,518.0,701.0
opinion,2068.4187192118225,519.0,703.0
author,2068.4187192118225,519.0,703.0
document,2068.4187192118225,519.0,703.0
view,2068.4187192118225,519.0,703.0
sponsor,2068.4187192118225,519.0,703.0
offici,2068.4187192118225,519.0,703.0
polici,2068.4187192118225,519.0,703.0
sens,1761.6746031746031,520.0,710.0
child,779.4285714285714,521.0,711.0
httplaptoporg,643.3015873015872,522.0,712.0
