Name,IF,IFDenseRank,IFMinRank
clientserv,24717.67705167173,79.0,79.0
point,24643.655456417295,80.0,80.0
type,24493.641337386016,81.0,81.0
approach,24301.987588652482,82.0,82.0
trust,24040.978723404256,83.0,83.0
refer,23911.94736842105,84.0,84.0
number,23710.37340425532,85.0,85.0
claim,23664.52245862884,86.0,86.0
control,23538.566086395873,87.0,87.0
rpg,23504.75291695264,88.0,88.0
view,23481.798839458417,89.0,89.0
develop,23408.19515774028,90.0,90.0
proxybas,23406.874603893168,91.0,91.0
close,23385.41935483871,92.0,92.0
relat,23342.897536394175,93.0,93.0
accuraci,23273.13373860182,94.0,94.0
lead,23214.003191489363,95.0,95.0
order,23129.94772036474,96.0,96.0
assum,22973.06762917933,97.0,97.0
wait,22756.477111540942,98.0,98.0
bzflag,22738.89992119779,99.0,99.0
effect,22652.15473887814,100.0,100.0
place,22649.787234042553,101.0,101.0
decid,22599.656028368794,102.0,102.0
effici,22525.816413373857,103.0,103.0
paper,22419.642553191487,104.0,104.0
host,22407.42479823918,105.0,105.0
fp,22392.971859986275,106.0,106.0
increas,22381.64539007092,107.0,107.0
occur,22358.347934918645,108.0,108.0
function,22343.850330154073,109.0,109.0
relev,22177.66430260047,110.0,110.0
present,22149.052631578947,111.0,111.0
proc,22127.037234042553,112.0,112.0
benefit,22047.23726627982,113.0,113.0
respect,22013.38723404255,114.0,114.0
divid,21999.76595744681,115.0,115.0
own,21950.014184397158,116.0,116.0
multipl,21913.44414893617,117.0,117.0
accur,21894.465506125078,118.0,118.0
realtim,21810.560283687944,119.0,119.0
complet,21806.63242846662,120.0,120.0
simpli,21713.033687943258,121.0,121.0
collect,21700.261398176288,122.0,122.0
figur,21614.438482886213,123.0,123.0
machin,21532.195744680852,124.0,124.0
gameplay,21525.945288753795,125.0,125.0
mix,21477.598404255317,126.0,126.0
receiv,21438.377842993395,127.0,127.0
singl,21403.59949937422,128.0,128.0
awar,21371.818844984802,129.0,129.0
complex,21300.527796842827,130.0,130.0
wall,21297.706382978722,131.0,131.0
term,21295.452127659573,132.0,132.0
call,21269.779939209722,133.0,133.0
flag,21254.26559060895,134.0,134.0
fast,21227.36778115501,135.0,135.0
presenc,21150.625689519304,136.0,136.0
hybrid,21079.956157317858,137.0,137.0
potenti,21066.91489361702,138.0,138.0
situat,21047.140752864158,139.0,139.0
trajectori,20970.242964996567,140.0,140.0
advantag,20950.2109929078,141.0,141.0
pickup,20792.619524405505,142.0,142.0
handoff,20588.404255319147,143.0,143.0
massiv,20545.696528555432,144.0,144.0
introduct,20442.77111540941,145.0,145.0
path,20373.260123541524,146.0,146.0
verifi,20354.69503546099,147.0,147.0
affect,20226.16827852998,148.0,148.0
load,20196.28535669587,149.0,149.0
bandwidth,20189.831598008146,150.0,150.0
correct,20176.14978723404,151.0,151.0
determin,20165.800531914894,152.0,152.0
speed,20060.20668693009,153.0,153.0
full,19957.287234042553,154.0,154.0
session,19805.5,155.0,155.0
desir,19787.057021276596,156.0,156.0
provid,19782.716161158893,157.0,157.0
back,19766.384042553193,158.0,158.0
argu,19752.969148936172,159.0,159.0
test,19676.97317298797,160.0,160.0
global,19674.628841607562,161.0,161.0
resid,19635.411063829786,162.0,162.0
screen,19629.35188216039,163.0,163.0
need,19611.679478380232,164.0,164.0
feasibl,19572.648117839606,165.0,165.0
break,19550.524822695035,166.0,166.0
proxim,19513.294440631435,167.0,167.0
applic,19493.635460992904,168.0,168.0
forward,19425.98600223964,169.0,169.0
categori,19376.7304964539,170.0,170.0
fashion,19373.862127659573,171.0,171.0
manag,19329.970122227252,172.0,172.0
studi,19329.858723404253,173.0,173.0
integr,19281.355525051473,174.0,174.0
signific,19251.838591342625,175.0,175.0
exchang,19240.02279635258,176.0,176.0
environ,19207.586626139815,177.0,177.0
critic,19173.661633493477,178.0,178.0
describ,19074.453900709217,179.0,179.0
low,19040.47659574468,180.0,180.0
local,18986.30737890448,181.0,181.0
aspect,18971.891489361704,182.0,182.0
possibl,18968.05673758865,183.0,183.0
gain,18948.751773049647,184.0,184.0
fair,18829.098544232922,185.0,185.0
includ,18777.282086479066,186.0,186.0
overhead,18738.462765957447,187.0,187.0
mean,18738.14616096207,188.0,188.0
mitig,18600.32765957447,189.0,189.0
remot,18576.41134751773,190.0,190.0
check,18539.311905839746,191.0,191.0
extra,18524.58510638298,192.0,192.0
scenario,18463.658201784485,193.0,193.0
comput,18453.81298992161,194.0,194.0
quickli,18417.781914893618,195.0,195.0
shooter,18320.833060556466,196.0,196.0
request,18315.27489361702,197.0,197.0
featur,18311.810965630117,198.0,198.0
owner,18265.74854932302,199.0,199.0
discuss,18162.489814395653,200.0,200.0
fact,18121.211752786217,201.0,201.0
gener,18090.03120567376,202.0,202.0
import,18066.046493301812,203.0,203.0
directli,18004.481382978724,204.0,204.0
centralserv,17972.763120567375,205.0,205.0
entiti,17886.985815602835,206.0,206.0
roundtrip,17785.2937806874,207.0,207.0
multicast,17781.293617021278,208.0,208.0
cross,17675.808510638297,209.0,209.0
absolut,17666.570212765957,210.0,210.0
ad,17654.569842738205,211.0,211.0
allow,17627.43577620173,212.0,212.0
boundari,17385.93983859134,213.0,213.0
isp,17312.265070921985,214.0,214.0
page,17311.132725430594,215.0,215.0
scheme,17250.083080040527,216.0,216.0
hand,17219.92299898683,217.0,217.0
difficult,17216.278723404255,218.0,218.0
amount,17205.031408308,219.0,219.0
elimin,17124.81036077706,220.0,220.0
tempor,17068.44255319149,221.0,221.0
true,17026.858428805237,222.0,222.0
reason,17002.944838455478,223.0,223.0
person,16999.967021276596,224.0,224.0
bullet,16985.96774193548,225.0,225.0
shot,16963.13549832027,226.0,226.0
repres,16920.72576832151,227.0,227.0
immedi,16841.060556464814,228.0,228.0
gamespac,16834.780786589297,229.0,229.0
static,16816.79821551132,230.0,230.0
mmorpg,16753.72085106383,231.0,231.0
section,16748.65349544073,232.0,232.0
peer,16591.990881458965,233.0,233.0
ms,16543.240881458965,234.0,234.0
result,16438.72340425532,235.0,235.0
achiev,16427.734505087883,236.0,236.0
dumb,16414.255319148935,237.0,237.0
techniqu,16378.665459483927,238.0,238.0
capabl,16375.596595744682,239.0,239.0
notion,16330.83172147002,240.0,240.0
user,16330.50319148936,241.0,241.0
main,16290.194762684125,242.0,242.0
agent,16247.046542553193,243.0,243.0
immin,16231.09620721554,244.0,244.0
build,16187.342553191489,245.0,245.0
origin,16168.11613475177,246.0,246.0
geograph,16097.347762289066,247.0,247.0
enabl,16048.691489361703,248.0,248.0
subset,16023.351489361703,249.0,249.0
sever,16023.097517730495,250.0,250.0
shown,16013.98208286674,251.0,251.0
secur,15953.67857142857,252.0,252.0
program,15926.17021276596,253.0,253.0
subsequ,15916.445883441258,254.0,254.0
literatur,15882.86890871654,255.0,255.0
physic,15842.280027453671,256.0,256.0
dynam,15837.477591670438,257.0,257.0
easili,15784.592198581558,258.0,258.0
real,15707.629787234044,259.0,259.0
definit,15685.003546099291,260.0,260.0
depend,15669.82306830907,261.0,261.0
link,15668.238601823707,262.0,262.0
divis,15620.505319148937,263.0,263.0
part,15581.030330466274,264.0,264.0
code,15544.796099290777,265.0,265.0
pertain,15509.185619955979,266.0,266.0
defin,15479.493230174081,267.0,267.0
contribut,15454.695035460993,268.0,268.0
virtual,15430.194921070692,269.0,269.0
basic,15352.48005319149,270.0,270.0
logic,15324.05996131528,271.0,271.0
transport,15310.782446808511,272.0,272.0
major,15253.91102514507,273.0,273.0
goal,15244.409165302783,274.0,274.0
minim,15171.86170212766,275.0,275.0
lower,15143.910953506698,276.0,276.0
unlik,15108.621825669183,277.0,277.0
everquest,14969.822695035458,278.0,278.0
add,14936.489361702128,279.0,279.0
futur,14876.606609325487,280.0,280.0
resolv,14873.168693009116,281.0,281.0
proceed,14807.446808510636,282.0,282.0
publish,14798.260047281321,283.0,283.0
select,14797.742621825668,284.0,284.0
analyz,14794.539007092199,285.0,285.0
slow,14745.986460348162,286.0,286.0
set,14729.655319148937,287.0,287.0
zone,14679.402127659576,288.0,288.0
hierarch,14632.253324468085,289.0,289.0
sensit,14630.587765957445,290.0,290.0
bring,14622.637411347516,291.0,291.0
creat,14614.84124386252,292.0,292.0
portion,14586.14667270258,293.0,293.0
gamest,14567.513911620294,294.0,294.0
limit,14521.28085106383,295.0,295.0
period,14408.030947775631,296.0,296.0
dead,14383.623100303948,297.0,297.0
man,14383.623100303948,297.0,297.0
transmit,14357.336170212768,298.0,299.0
built,14260.28066998642,299.0,300.0
intern,14250.370212765958,300.0,301.0
rest,14196.919899874843,301.0,302.0
henceforth,14131.94844517185,302.0,303.0
aim,14122.47990543735,303.0,304.0
faster,14094.60928433269,304.0,305.0
popul,14076.595744680853,305.0,306.0
decreas,14071.883205070168,306.0,307.0
viabil,14021.589567604668,307.0,308.0
confer,13985.008510638298,308.0,309.0
distanc,13804.629536921153,309.0,310.0
shortest,13804.629536921153,309.0,310.0
setup,13741.244680851063,310.0,312.0
lot,13741.04170212766,311.0,313.0
envis,13724.17021276596,312.0,314.0
earlier,13700.065764023211,313.0,315.0
direct,13686.002026342452,314.0,316.0
collid,13596.78875379939,315.0,317.0
give,13594.583586626137,316.0,318.0
address,13566.047080126753,317.0,319.0
york,13495.15906788247,318.0,320.0
usa,13495.15906788247,318.0,320.0
ny,13495.15906788247,318.0,320.0
benefici,13447.84784010316,319.0,323.0
plane,13283.229314420802,320.0,324.0
pass,13279.999074930618,321.0,325.0
transfer,13252.222016651247,322.0,326.0
modifi,13252.222016651247,322.0,326.0
pleas,13207.978723404256,323.0,328.0
principl,13196.268085106383,324.0,329.0
intersect,13134.449172576831,325.0,330.0
repli,13115.790273556231,326.0,331.0
tie,13040.679731243,327.0,332.0
roll,13040.679731243,327.0,332.0
reli,13000.790273556231,328.0,334.0
dissemin,12982.630560928434,329.0,335.0
rang,12972.492401215806,330.0,336.0
access,12955.132725430596,331.0,337.0
adhoc,12955.132725430596,331.0,337.0
join,12938.273049645388,332.0,339.0
happen,12911.489361702128,333.0,340.0
evalu,12863.03675048356,334.0,341.0
outcom,12851.557995881949,335.0,342.0
actionsev,12851.557995881949,335.0,342.0
basi,12833.48121321865,336.0,344.0
initi,12791.672525439406,337.0,345.0
world,12775.525265957447,338.0,346.0
method,12771.063829787236,339.0,347.0
oper,12756.963829787237,340.0,348.0
area,12749.334622823984,341.0,349.0
predict,12728.997496871089,342.0,350.0
interest,12705.702127659575,343.0,351.0
remain,12705.702127659575,343.0,351.0
involv,12566.311489361702,344.0,353.0
fire,12532.75772134523,345.0,354.0
role,12532.442553191488,346.0,355.0
punkbust,12528.882978723404,347.0,356.0
fundament,12504.587234042554,348.0,357.0
reduc,12502.796740606611,349.0,358.0
tank,12502.340425531915,350.0,359.0
nearbi,12481.011738811445,351.0,360.0
lag,12480.089361702128,352.0,361.0
identifi,12450.072498029946,353.0,362.0
kelli,12443.860735009672,354.0,363.0
detail,12416.02659574468,355.0,364.0
induc,12413.058510638297,356.0,365.0
fischer,12361.117021276597,357.0,366.0
aggarw,12344.119820828668,358.0,367.0
reput,12312.796690307328,359.0,368.0
possess,12306.959810874703,360.0,369.0
interconnect,12294.91674375578,361.0,370.0
intellig,12252.13437849944,362.0,371.0
adjac,12200.45744680851,363.0,372.0
caus,12193.753931544867,364.0,373.0
avoid,12193.753931544867,364.0,373.0
previou,12183.563603440472,365.0,375.0
plan,12160.340425531915,366.0,376.0
indic,12137.17601547389,367.0,377.0
moder,12094.947695035458,368.0,378.0
queu,12059.902978723405,369.0,379.0
mind,12025.10083256244,370.0,380.0
afterthought,12025.10083256244,370.0,380.0
lan,12025.10083256244,370.0,380.0
primarili,12025.10083256244,370.0,380.0
simultan,11969.20044792833,371.0,384.0
smoother,11964.196625091708,372.0,385.0
persist,11880.261968085106,373.0,386.0
deni,11875.468085106382,374.0,387.0
affirm,11875.468085106382,374.0,387.0
toler,11840.425531914894,375.0,389.0
ownership,11840.425531914894,375.0,389.0
simul,11824.118153010411,376.0,391.0
realiz,11821.62386018237,377.0,392.0
augustseptemb,11795.294599018003,378.0,393.0
suffer,11777.047463175124,379.0,394.0
winner,11773.058919803601,380.0,395.0
acm,11706.855319148937,381.0,396.0
compon,11699.95744680851,382.0,397.0
design,11694.255319148937,383.0,398.0
resili,11676.389361702128,384.0,399.0
replic,11570.36925188744,385.0,400.0
replac,11538.068085106383,386.0,401.0
verif,11498.696048632219,387.0,402.0
subscrib,11476.030395136779,388.0,403.0
consid,11426.44344904815,389.0,404.0
firstperson,11422.944353518824,390.0,405.0
nonauthorit,11412.230683090704,391.0,406.0
context,11266.981624758222,392.0,407.0
termin,11232.649398704903,393.0,408.0
feder,11224.834346504558,394.0,409.0
computercommun,11215.139817629179,395.0,410.0
subject,11215.139817629179,395.0,410.0
differ,11213.352195563604,396.0,412.0
increasingli,11204.831038798498,397.0,413.0
rout,11196.955082742315,398.0,414.0
fastest,11196.955082742315,398.0,414.0
block,11174.581560283686,399.0,416.0
battlefield,11144.885106382979,400.0,417.0
offlin,11110.20406189555,401.0,418.0
battl,11108.170212765957,402.0,419.0
coexist,11097.962765957445,403.0,420.0
timestamp,11054.106382978724,404.0,421.0
realist,11000.83604505632,405.0,422.0
evolut,10967.04255319149,406.0,423.0
due,10966.930654058315,407.0,424.0
belief,10966.930654058315,407.0,424.0
instruct,10937.59574468085,408.0,426.0
roam,10936.475421863535,409.0,427.0
establish,10936.475421863535,409.0,427.0
interregion,10936.44085106383,410.0,429.0
intraregion,10936.44085106383,410.0,429.0
queue,10927.83789260385,411.0,431.0
follow,10916.170212765957,412.0,432.0
proce,10908.879432624113,413.0,433.0
occurr,10863.26443768997,414.0,434.0
euorpar,10844.617021276596,415.0,435.0
unaccept,10826.576402321083,416.0,436.0
gorlatch,10781.978723404256,417.0,437.0
muller,10781.978723404256,417.0,437.0
mmauv,10781.978723404256,417.0,437.0
superimpos,10777.961926091826,418.0,440.0
put,10758.197872340426,419.0,441.0
oppos,10739.084139264989,420.0,442.0
convent,10739.084139264989,420.0,442.0
avatar,10719.91489361702,421.0,444.0
start,10700.595744680852,422.0,445.0
internet,10699.706753006476,423.0,446.0
independ,10685.643207855974,424.0,447.0
summari,10665.977872340427,425.0,448.0
sarit,10652.774916013437,426.0,449.0
sampath,10652.774916013437,426.0,449.0
mukherje,10652.774916013437,426.0,449.0
rangarajan,10652.774916013437,426.0,449.0
framework,10644.048811013767,427.0,453.0
problemat,10614.191489361703,428.0,454.0
heavi,10598.906710310965,429.0,455.0
demand,10598.906710310965,429.0,455.0
smaller,10598.906710310965,429.0,455.0
handl,10598.906710310965,429.0,455.0
compens,10571.152209492635,430.0,459.0
ammunit,10566.140830800405,431.0,460.0
impact,10557.510638297874,432.0,461.0
word,10538.82624113475,433.0,462.0
specif,10519.84019918515,434.0,463.0
run,10430.855791962174,435.0,464.0
come,10430.855791962174,435.0,464.0
constantino,10409.751063829788,436.0,466.0
pellegrino,10409.751063829788,436.0,466.0
joseph,10409.751063829788,436.0,466.0
continu,10360.69452887538,437.0,469.0
distributedserv,10316.758448060074,438.0,470.0
di,10269.364636830522,439.0,471.0
tribut,10269.364636830522,439.0,471.0
ignor,10196.87427466151,440.0,473.0
strateg,10183.075987841945,441.0,474.0
evenli,10183.075987841945,441.0,474.0
sort,10137.586436170213,442.0,476.0
advoc,10056.333111702128,443.0,477.0
essenc,10056.333111702128,443.0,477.0
found,10056.333111702128,443.0,477.0
life,10047.432624113473,444.0,480.0
destroy,10028.820921985814,445.0,481.0
prevent,9999.711879432623,446.0,482.0
fall,9988.402127659574,447.0,483.0
high,9972.582793709527,448.0,484.0
outlin,9972.582793709527,448.0,484.0
softwar,9954.544917257683,449.0,486.0
sudhir,9924.88241881299,450.0,487.0
cheatproof,9903.90159574468,451.0,488.0
congest,9903.90159574468,451.0,488.0
suggest,9903.90159574468,451.0,488.0
mauv,9879.595744680852,452.0,491.0
open,9870.567375886527,453.0,492.0
spars,9870.567375886527,453.0,492.0
long,9870.567375886527,453.0,492.0
wide,9870.567375886527,453.0,492.0
sourc,9850.2304964539,454.0,496.0
substanti,9850.2304964539,454.0,496.0
centralauthor,9845.023855577048,455.0,498.0
snapshot,9803.504559270516,456.0,499.0
sacrif,9786.012765957448,457.0,500.0
revert,9762.835386338185,458.0,501.0
reader,9734.859574468086,459.0,502.0
unharm,9731.244055068835,460.0,503.0
playabl,9683.404255319148,461.0,504.0
linear,9664.323953328758,462.0,505.0
round,9657.716312056737,463.0,506.0
trip,9657.716312056737,463.0,506.0
suffici,9554.017021276595,464.0,508.0
deter,9554.017021276595,464.0,508.0
span,9527.659574468085,465.0,510.0
rapid,9527.659574468085,465.0,510.0
disallow,9463.574468085106,466.0,512.0
death,9463.574468085106,466.0,512.0
preemptiv,9463.574468085106,466.0,512.0
nonlinear,9455.156534954407,467.0,515.0
obviou,9429.414075286417,468.0,516.0
account,9423.501519756837,469.0,517.0
ineffici,9363.474164133739,470.0,518.0
flow,9363.474164133739,470.0,518.0
underneath,9338.531914893618,471.0,520.0
descript,9330.081560283688,472.0,521.0
partial,9311.790273556231,473.0,522.0
conclus,9265.859042553191,474.0,523.0
illustr,9259.872340425532,475.0,524.0
dimension,9233.451718494272,476.0,525.0
spell,9213.219858156028,477.0,526.0
plenti,9213.219858156028,477.0,526.0
second,9213.219858156028,477.0,526.0
cast,9213.219858156028,477.0,526.0
widmer,9135.829787234043,478.0,530.0
issu,9092.847442281576,479.0,531.0
timecrit,9092.112340425532,480.0,532.0
reach,9039.315394242803,481.0,533.0
exist,9013.607350096712,482.0,534.0
limura,8931.356382978724,483.0,535.0
kadobayashi,8931.356382978724,483.0,535.0
hazeyama,8931.356382978724,483.0,535.0
sigcomm,8770.662765957448,484.0,538.0
ensur,8729.811942347289,485.0,539.0
conflict,8729.811942347289,485.0,539.0
imparti,8729.811942347289,485.0,539.0
laboratori,8644.932810750279,486.0,542.0
univers,8644.932810750279,486.0,542.0
justin,8644.932810750279,486.0,542.0
holmdel,8644.932810750279,486.0,542.0
tallahasse,8644.932810750279,486.0,542.0
scale,8514.818617021278,487.0,547.0
idea,8503.148936170212,488.0,548.0
split,8503.148936170212,488.0,548.0
pure,8503.148936170212,488.0,548.0
armitag,8490.712765957447,489.0,551.0
dictat,8460.749240121579,490.0,552.0
side,8323.71214017522,491.0,553.0
gap,8323.71214017522,491.0,553.0
prima,8263.971631205673,492.0,555.0
solut,8260.364741641337,493.0,556.0
relay,8159.946248600223,494.0,557.0
track,8159.946248600223,494.0,557.0
coordin,8159.946248600223,494.0,557.0
accumul,8133.530395136778,495.0,560.0
succeed,8133.530395136778,495.0,560.0
item,8133.530395136778,495.0,560.0
quak,8080.836879432624,496.0,563.0
paramet,8046.468085106382,497.0,564.0
fuel,8046.468085106382,497.0,564.0
andor,8046.468085106382,497.0,564.0
storag,8046.468085106382,497.0,564.0
playerobject,8046.468085106382,497.0,564.0
barron,7943.744680851065,498.0,569.0
data,7936.166272655634,499.0,570.0
transmiss,7936.166272655634,499.0,570.0
servercli,7936.166272655634,499.0,570.0
servernetwork,7936.166272655634,499.0,570.0
disadvantag,7877.813420621932,500.0,574.0
tradit,7877.813420621932,500.0,574.0
rule,7834.319148936171,501.0,576.0
way,7834.319148936171,501.0,576.0
servic,7824.332826747721,502.0,578.0
similarli,7801.872340425532,503.0,579.0
deadreckon,7784.936170212766,504.0,580.0
monster,7499.091063829787,505.0,581.0
hack,7499.091063829787,505.0,581.0
find,7499.091063829787,505.0,581.0
treasur,7499.091063829787,505.0,581.0
hidden,7499.091063829787,505.0,581.0
corner,7499.091063829787,505.0,581.0
lurk,7499.091063829787,505.0,581.0
modern,7491.679669030732,506.0,588.0
artifici,7491.679669030732,506.0,588.0
breakpoint,7491.679669030732,506.0,588.0
purpos,7442.464811783962,507.0,591.0
lin,7357.946808510639,508.0,592.0
progress,7220.7565011820325,509.0,593.0
graphic,7170.215602836879,510.0,594.0
directplay,7170.215602836879,510.0,594.0
api,7170.215602836879,510.0,594.0
directx,7170.215602836879,510.0,594.0
guo,7136.010638297873,511.0,598.0
paul,7136.010638297873,511.0,598.0
syncm,6938.151063829788,512.0,600.0
distant,6852.035460992907,513.0,601.0
carsten,6749.042553191489,514.0,602.0
griwodz,6749.042553191489,514.0,602.0
halvorsen,6749.042553191489,514.0,602.0
pal,6749.042553191489,514.0,602.0
press,6702.016548463357,515.0,606.0
compar,6697.107634543179,516.0,607.0
box,6697.107634543179,516.0,607.0
april,6669.907801418439,517.0,609.0
loss,6637.323628219485,518.0,610.0
tournament,6637.323628219485,518.0,610.0
download,6550.278959810875,519.0,612.0
success,6520.365957446809,520.0,613.0
power,6520.365957446809,520.0,613.0
bonu,6520.365957446809,520.0,613.0
lar,6454.851063829787,521.0,616.0
wolf,6454.851063829787,521.0,616.0
lothar,6454.851063829787,521.0,616.0
pantel,6454.851063829787,521.0,616.0
katherin,6276.765957446808,522.0,620.0
sanjoy,6276.765957446808,522.0,620.0
realiti,5940.775777414076,523.0,622.0
algorithm,5940.775777414076,523.0,622.0
field,5696.88510638298,524.0,624.0
seri,5681.683215130023,525.0,625.0
tech,5681.683215130023,525.0,625.0
audio,5529.957446808511,526.0,627.0
digit,5529.957446808511,526.0,627.0
video,5529.957446808511,526.0,627.0
nossdav,5529.957446808511,526.0,627.0
hemant,5507.425531914894,527.0,631.0
banavar,5507.425531914894,527.0,631.0
amit,5338.26994680851,528.0,633.0
fun,5234.19774718398,529.0,634.0
standard,4781.229314420803,530.0,635.0
march,4613.872340425532,531.0,636.0
structur,4600.689969604863,532.0,637.0
charl,4406.7996453900705,533.0,638.0
sept,4374.510638297873,534.0,639.0
chapter,4363.509001636661,535.0,640.0
protocol,4330.697217675941,536.0,641.0
balanc,4186.373522458629,537.0,642.0
scalepart,4071.024549918167,538.0,643.0
holi,4071.024549918167,538.0,643.0
pp,4071.024549918167,538.0,643.0
continuum,4071.024549918167,538.0,643.0
quest,4071.024549918167,538.0,643.0
skibinski,3995.4042553191493,539.0,648.0
max,3995.4042553191493,539.0,648.0
tobia,3967.9148936170204,540.0,650.0
jochen,3967.9148936170204,540.0,650.0
fritsch,3967.9148936170204,540.0,650.0
hartmut,3967.9148936170204,540.0,650.0
ritter,3967.9148936170204,540.0,650.0
wang,3822.553191489362,541.0,655.0
vassileva,3822.553191489362,541.0,655.0
springerverlag,3655.561374795418,542.0,657.0
uk,3510.328267477204,543.0,658.0
idm,3510.328267477204,543.0,658.0
telecommun,3510.328267477204,543.0,658.0
london,3510.328267477204,543.0,658.0
ingam,3060.4964539007087,544.0,662.0
bernier,2895.702127659574,545.0,663.0
lusher,2297.7371714643305,546.0,664.0
rori,2297.7371714643305,546.0,664.0
coughlan,2297.7371714643305,546.0,664.0
beigbed,2297.7371714643305,546.0,664.0
corey,2297.7371714643305,546.0,664.0
emmanuel,2297.7371714643305,546.0,664.0
claypool,2297.7371714643305,546.0,664.0
mark,2297.7371714643305,546.0,664.0
agu,2297.7371714643305,546.0,664.0
tom,2297.7371714643305,546.0,664.0
nov,2116.8510638297876,547.0,674.0
armitageqquakeresultshtml,1477.685106382979,548.0,675.0
novemb,1477.685106382979,548.0,675.0
imw,1477.685106382979,548.0,675.0
riker,1193.6170212765956,549.0,678.0
al,1193.6170212765956,549.0,678.0
httpwwwbzflagorg,756.8936170212767,550.0,680.0
httpsecondlifecom,541.8439716312056,551.0,681.0
martin,505.05319148936167,552.0,682.0
linden,487.9148936170213,553.0,683.0
lab,487.9148936170213,553.0,683.0
